Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
171,"team562 重庆大学",5,13:17:22,,03:38:49,,,,,,00:43:42,"01:58:09 (-3)",04:52:21,"00:24:21 (-2)",
172,"team172 湖南师范大学",5,13:40:41,,"03:56:57 (-9)",,,,,,00:41:32,01:14:47,03:47:05,"00:20:20 (-2)",
173,"team650 西南科技大学",5,13:41:32,,"04:08:12 (-2)",,,,,,"01:37:27 (-3)","00:52:21 (-1)",03:25:38,"00:37:54 (-3)",
174,"team1041 南京市第一中学",5,13:52:40,,"02:37:23 (-4)",,,,,,"00:56:59 (-1)","01:37:12 (-2)","04:28:52 (-2)","00:32:14 (-2)",
175,"team065 浙江工业大学",5,13:56:05,,"02:03:11 (-4)",,,,,,"01:58:00 (-3)",03:04:53,02:53:39,"00:36:22 (-3)",
176,"team449 西安电子科技大学",5,14:03:50,,"01:10:26 (-3)",,,,,,00:36:09,"01:52:42 (-3)","04:13:08 (-10)","00:31:25 (-1)",
177,"team528 厦门大学",5,14:39:02,,02:34:50,,,,,,"01:00:27 (-1)","03:05:42 (-3)","04:58:25 (-3)","00:19:38 (-1)",
178,"team315 北京邮电大学",5,14:46:29,,"03:17:53 (-5)",,,,,,00:18:58,"01:05:28 (-3)","04:25:43 (-7)","00:18:27 (-1)",
179,"team530 厦门大学",5,15:11:12,,"01:37:42 (-2)",,,,,,00:43:25,"03:52:50 (-13)","02:38:58 (-2)","00:18:17 (-1)",
180,"team030 中国传媒大学",5,15:15:28,,"01:53:30 (-3)",,,,,,"00:42:20 (-1)","03:00:45 (-2)","04:59:20 (-5)","00:39:33 (-1)",
181,"team341 南京大学",5,15:15:52,,"04:45:30 (-2)",,,,,,00:50:53,"03:30:54 (-2)",03:51:06,"00:17:29 (-2)",
182,"team055 东北大学",5,15:20:03,,"01:29:17 (-3)",,,,,,00:24:26,"04:54:39 (-7)","03:55:43 (-3)",00:15:58,
183,"team154 清华大学附属中学",5,15:21:33,,"01:25:24 (-2)",,,,,,01:21:59,"01:39:43 (-8)","04:56:10 (-6)","00:18:17 (-1)",
184,"team500 南京航空航天大学",5,15:27:54,,"03:31:30 (-10)",,,,,,00:28:53,"00:44:44 (-3)","04:49:43 (-2)","00:13:04 (-2)",
185,"team581 福州大学",5,15:36:27,,"02:46:25 (-2)",,,,"04:58:36 (-2)",,01:05:08,"02:08:46 (-5)",,"00:57:32 (-2)",
186,"team932 哈尔滨工业大学",5,15:47:04,,02:10:51,,,,,,01:21:02,"01:49:48 (-9)","04:39:45 (-1)","01:05:38 (-4)",
187,"team113 南京外国语学校",5,15:52:22,,"01:20:25 (-4)",,,,,,00:28:25,"01:47:16 (-17)","04:02:54 (-2)","00:13:22 (-1)",
188,"team968 香港科技大学（广州）",5,15:53:01,,"03:35:42 (-3)",,,,"01:17:50 (-1)",,00:34:28,"03:04:38 (-8)",(-1),"00:40:23 (-8)",
189,"team068 浙江工业大学",5,16:06:18,,"03:08:56 (-1)",,,,,,00:46:02,"01:57:30 (-2)","04:59:46 (-9)","00:34:04 (-2)",
190,"team337 黄冈师范学院",5,16:38:08,,"03:59:16 (-2)",,,,,,"01:30:35 (-1)","02:01:32 (-3)","04:43:06 (-6)",00:23:39,
191,"team111 南京外国语学校",5,17:14:14,,"01:34:55 (-6)",,,,,,00:28:00,"00:55:35 (-4)","04:22:11 (-19)",00:13:33,
192,"team706 中南大学",5,18:32:21,,"04:44:50 (-2)",,,,,,01:41:59,01:26:50,"04:11:20 (-1)","03:27:22 (-6)",
193,"team180 广东工业大学",5,19:02:55,,"01:48:39 (-4)",,,,,,00:17:23,"03:15:25 (-6)","04:52:46 (-15)",00:28:42,
194,"team277 浙江工商大学",5,19:17:27,,04:04:29,,,,,,00:23:00,"02:09:17 (-22)","04:07:18 (-2)","00:13:23 (-1)",
195,"team691 华东师范大学",5,19:23:31,,"04:14:06 (-6)",,,,,,00:38:48,"04:27:55 (-4)","04:44:07 (-4)","00:18:35 (-1)",
196,"team284 宁波大学",5,19:32:03,,03:17:29,,,,,,"00:22:31 (-1)","02:27:08 (-9)","04:32:11 (-10)","00:52:44 (-4)",
197,"team814 重庆市育才中学",4,03:05:45,,"01:12:56 (-1)",,,,,,00:35:34,00:31:16,,"00:05:59 (-1)",
198,"team822 南京邮电大学",4,03:10:08,,01:13:28,,,,,,00:15:22,00:56:04,(-5),"00:25:14 (-1)",
199,"team448 西安电子科技大学",4,03:29:40,,01:25:22,,,,,(-4),00:17:21,"00:44:02 (-2)",,00:22:55,
200,"team1010 杭州电子科技大学",4,03:32:30,,"00:41:05 (-2)",,,,,,00:23:46,"00:59:07 (-2)",(-3),00:08:32,
201,"team298 南方科技大学",4,03:36:33,(-6),00:49:50,,,,,,00:32:13,"01:14:21 (-1)",(-3),"00:20:09 (-1)",
202,"team772 上海大学",4,03:52:51,,"01:18:52 (-2)",,,,,,00:17:23,00:50:50,,"00:25:46 (-1)",
203,"team1050 西北工业大学附属中学",4,03:59:30,(-1),"01:36:38 (-1)",,,,,,00:26:21,"00:13:49 (-2)",,"00:22:42 (-1)",
204,"team417 湘潭大学",4,04:03:32,,01:07:35,,,,,,00:52:23,00:39:36,,"00:23:58 (-3)",
205,"team758 武汉科技大学",4,04:05:05,,"02:13:07 (-1)",,,,,,00:30:02,00:48:21,,00:13:35,
206,"team303 北京邮电大学",4,04:05:50,,00:44:44,,,,,,00:41:28,01:05:29,(-6),"00:14:09 (-4)",
207,"team271 北京理工大学",4,04:14:21,,"01:58:50 (-1)",,,,,,00:26:33,"00:56:36 (-1)",(-1),00:12:22,
208,"team095 武汉大学",4,04:20:33,,"02:16:11 (-1)",,,,,,00:54:52,00:31:26,,00:18:04,
209,"team275 浙江工商大学",4,04:30:27,,"01:22:17 (-1)",,,,,,"00:29:07 (-2)",00:42:00,,"00:17:03 (-2)",
210,"team880 复旦大学",4,04:33:10,,"01:47:37 (-2)",,,,,,01:18:29,00:34:07,(-3),00:12:57,
211,"team526 厦门大学",4,04:33:13,,02:04:38,,,,,,"00:41:13 (-1)",01:06:24,(-1),00:20:58,
212,"team576 南京理工大学",4,04:40:20,,"01:52:23 (-1)",,,,,,00:33:51,00:54:57,,"00:19:09 (-2)",
213,"team783 浙江财经大学",4,04:46:56,,03:00:38,,,,,,00:30:44,01:01:30,,00:14:04,
214,"team678 南京大学",4,04:49:38,,01:33:54,,,,,,00:48:24,01:42:11,,"00:25:09 (-1)",
215,"team555 清华大学",4,04:55:03,,01:43:57,,,,,,00:41:11,"01:51:52 (-1)",(-6),00:18:03,
216,"team483 华南理工大学",4,04:56:59,,01:48:48,,,,,,00:56:11,01:17:21,(-5),"00:34:39 (-1)",
217,"team908 大连理工大学",4,04:58:11,,01:26:47,,,,,,00:32:30,"02:00:45 (-2)",,00:18:09,
218,"team618 绍兴一中",4,04:58:53,,00:57:23,,,,,,00:20:08,"02:27:35 (-2)",,"00:13:47 (-1)",
219,"team268 北京理工大学",4,05:06:48,,"01:21:30 (-2)",,,,,,"00:40:59 (-1)",01:30:40,,"00:13:39 (-1)",
220,"team1007 杭州电子科技大学",4,05:36:58,,00:50:28,,,,,,"01:04:35 (-1)","02:07:33 (-2)",,"00:14:22 (-1)",
221,"team186 广东工业大学",4,05:42:55,,02:57:57,,,,(-6),,00:26:16,01:19:16,,"00:19:26 (-2)",
222,"team189 广东工业大学",4,05:50:27,,"02:44:44 (-1)",,,,,,00:21:08,01:08:16,(-3),"00:36:19 (-2)",
223,"team566 重庆大学",4,05:51:12,,"02:23:06 (-2)",,,,,,01:04:25,01:13:15,(-2),00:30:26,
224,"team785 浙江财经大学",4,06:01:47,,"02:49:31 (-1)",,,,,,00:41:06,"01:08:51 (-1)",(-32),"00:22:19 (-1)",
225,"team373 浙大城市学院",4,06:07:07,,"01:41:06 (-5)",,,,(-3),,00:27:22,"01:07:36 (-3)",(-1),00:11:03,
226,"team450 西安电子科技大学",4,06:07:32,(-2),"01:47:35 (-1)",,,,,,00:31:24,"01:58:44 (-3)",(-8),00:29:49,
227,"team485 江西理工大学",4,06:07:41,,01:19:37,,,,,,00:37:08,"02:04:37 (-4)",(-1),"00:26:19 (-1)",
228,"team515 浙江科技大学",4,06:08:30,,"02:35:54 (-1)",,,,,,"00:44:50 (-1)",01:48:36,,00:19:10,
229,"team039 南阳师范学院",4,06:10:53,,"03:08:45 (-4)",,,,,,00:27:40,00:47:48,,00:26:40,
230,"team641 南京信息工程大学",4,06:16:23,,"02:18:40 (-2)",,,,,,"00:47:02 (-2)",01:11:39,,"00:19:02 (-1)",
231,"team031 中国传媒大学",4,06:18:29,,02:59:54,,,,,,"00:23:00 (-1)","01:48:19 (-1)",(-1),00:27:16,
232,"team419 湘潭大学",4,06:21:16,(-1),"01:25:05 (-4)",,,,,,"01:31:29 (-2)",00:52:39,(-2),"00:12:03 (-1)",
233,"team057 东北大学",4,06:33:40,,02:28:54,,,,,,"01:09:08 (-2)","00:35:35 (-1)",,"00:40:03 (-2)",
234,"team823 南京邮电大学",4,06:46:59,,"03:08:00 (-2)",,,,,,00:31:39,"01:13:14 (-2)",,"00:14:06 (-1)",
235,"team910 广西大学",4,06:49:31,,"03:01:36 (-1)",,,,,(-1),00:36:34,"01:30:10 (-2)",,"00:21:11 (-1)",
236,"team211 浙江理工大学",4,06:51:08,,"03:03:03 (-1)",,,,,,00:34:01,"01:32:44 (-2)",(-2),"00:21:20 (-1)",
237,"team497 中国民航大学",4,06:52:01,(-1),02:35:24,,,,,,00:42:17,"02:11:55 (-2)",(-4),"00:22:25 (-1)",
238,"team584 福州大学",4,07:01:37,,"02:34:54 (-1)",,,,,,00:41:54,"01:58:33 (-1)",,"00:26:16 (-2)",
239,"team1011 杭州电子科技大学",4,07:05:52,(-2),"00:40:13 (-1)",,,,,,00:20:59,"03:01:54 (-5)",(-7),"00:22:46 (-2)",
240,"team762 义乌中学",4,07:06:41,,"01:24:54 (-1)",,,,,,"01:29:42 (-1)","01:12:11 (-4)",,"00:19:54 (-2)",
241,"team1012 杭州电子科技大学",4,07:10:17,,"02:56:42 (-1)",,,,,,"00:55:43 (-2)","01:06:44 (-1)",(-6),"00:31:08 (-1)",
242,"team692 华东师范大学",4,07:13:44,,"03:27:19 (-1)",,,,,,00:47:29,02:02:42,(-4),"00:16:14 (-1)",
243,"team013 华东师范大学",4,07:17:13,,02:48:00,,,,,,"01:10:13 (-1)",01:16:31,(-1),"01:02:29 (-2)",
244,"team492 中国民航大学",4,07:20:27,,"02:41:19 (-2)",,,,,,01:37:23,"01:23:47 (-1)",(-5),00:37:58,
245,"team208 苏州大学",4,07:20:47,,"03:13:52 (-4)",,,,,,00:49:33,01:02:05,,"00:15:17 (-2)",
246,"team183 广东工业大学",4,07:27:54,,"04:30:33 (-2)",,,,,,00:31:47,01:25:54,,00:19:40,
247,"team146 武汉大学",4,07:35:50,,"02:49:12 (-4)",,,,,,00:34:42,"01:53:57 (-1)",(-8),"00:17:59 (-1)",
248,"team401 哈尔滨理工大学",4,07:35:53,,"02:33:09 (-1)",,,,,,00:51:02,02:35:16,(-2),"00:36:26 (-2)",
249,"team214 浙江理工大学",4,07:39:25,,03:38:12,,,,,,00:54:30,"01:37:39 (-2)",(-2),"00:29:04 (-1)",
250,"team931 哈尔滨工业大学",4,07:44:55,,"02:47:15 (-1)",,,,,,00:51:25,"02:01:15 (-3)",,"00:25:00 (-1)",
251,"team907 大连理工大学",4,07:51:41,,02:31:13,,,,,,01:01:58,"01:48:04 (-1)",,"01:10:26 (-3)",
252,"team637 南阳理工学院",4,07:54:13,,"03:30:15 (-1)",,,,,,"00:59:15 (-1)","01:47:28 (-2)",(-3),00:17:15,
253,"team658 南通大学",4,07:57:45,,"04:36:18 (-1)",,,,,,00:36:42,01:43:08,,"00:21:37 (-1)",
254,"team016 华东师范大学",4,08:03:19,,"03:08:05 (-5)",,,,,,00:39:25,"01:16:51 (-3)",(-1),00:18:58,
255,"team972 天津大学",4,08:05:40,,"03:41:21 (-3)",,,,,,"00:48:49 (-1)",01:29:33,(-1),"00:25:57 (-1)",
256,"team695 华东师范大学",4,08:11:57,,"04:17:36 (-3)",,,,,,00:34:04,"01:37:34 (-1)",,00:22:43,
257,"team215 浙江理工大学",4,08:12:11,,"02:24:59 (-2)",,,,,,01:00:45,"02:50:41 (-3)",(-7),00:15:46,
258,"team976 天津大学",4,08:13:58,,02:48:12,,,,,,00:47:08,"02:05:29 (-6)",,"00:13:09 (-1)",
259,"team821 南京邮电大学",4,08:15:27,,"03:34:36 (-2)",,,,,,00:53:35,"01:55:39 (-2)",,00:31:37,
260,"team766 义乌中学",4,08:17:26,,"01:54:57 (-5)",,,,,,00:14:09,"01:37:45 (-1)",,"00:50:35 (-5)",
261,"team042 阜阳师范大学",4,08:19:04,,"02:19:26 (-4)",,,,,,00:27:25,01:31:40,,"00:40:33 (-6)",
262,"team979 天津大学",4,08:22:23,,"02:53:14 (-3)",,,,,,"00:45:45 (-1)","01:44:36 (-3)",,"00:18:48 (-1)",
263,"team424 中国矿业大学",4,08:28:58,,"03:10:54 (-2)",,,,,,"00:23:22 (-1)","01:13:32 (-1)",(-1),"01:21:10 (-3)",
264,"team773 上海大学",4,08:32:34,,"02:23:37 (-1)",,,,,,"01:44:03 (-3)","01:26:00 (-4)",(-1),00:18:54,
265,"team229 天津仁爱学院",4,08:34:54,,"02:14:25 (-3)",,,,,,"03:40:25 (-1)",00:42:01,,"00:18:03 (-1)",
266,"team525 厦门大学",4,08:35:26,,01:23:10,,,,,,00:32:50,"02:42:20 (-10)",(-2),"00:17:06 (-1)",
267,"team014 华东师范大学",4,08:36:32,,(-16),,,,,,00:53:36,"01:33:59 (-1)",04:29:08,01:19:49,
268,"team948 浙江中医药大学",4,08:54:51,,"03:10:56 (-1)",,,,,,01:42:14,02:05:30,,"01:16:11 (-1)",
269,"team705 中南大学",4,08:56:15,,"03:12:20 (-4)",,,,,,00:30:38,"01:07:04 (-2)",,"00:46:13 (-4)",
270,"team642 南京信息工程大学",4,08:57:06,,04:23:39,,,,,,00:51:44,"01:59:40 (-2)",,"00:22:03 (-2)",
271,"team136 浙大宁波理工学院",4,08:57:19,,"04:01:55 (-6)",,,,,,00:27:06,01:14:51,,"00:33:27 (-2)",
272,"team975 天津大学",4,09:10:35,,"04:09:54 (-5)",,,,,,00:40:46,"01:17:58 (-2)",,"00:21:57 (-1)",
273,"team173 湖南师范大学",4,09:10:59,,"03:10:10 (-3)",,,,,,"01:23:08 (-2)","02:07:08 (-2)",(-4),00:10:33,
274,"team220 浙江理工大学",4,09:24:08,,"04:06:12 (-2)",,,,,,00:59:04,"01:50:42 (-3)",(-1),"00:28:10 (-1)",
275,"team245 中国计量大学",4,09:28:33,,"03:54:14 (-1)",,,,,,00:35:09,"02:57:20 (-4)",(-1),00:21:50,
276,"team870 上海对外经贸大学",4,09:35:42,,"04:07:28 (-7)",,,,,,00:40:30,"01:30:24 (-2)",,00:17:20,
277,"team849 湖南中医药大学",4,09:41:19,,"04:27:37 (-1)",,,,,,01:21:59,02:27:44,,01:03:59,
278,"team711 吉林大学",4,09:42:40,,"04:02:28 (-7)",,,,,,"00:46:34 (-1)","01:22:05 (-1)",(-1),"00:11:33 (-1)",
279,"team955 杭州第二中学",4,09:45:04,02:25:06,,,,,,,01:28:11,"02:58:09 (-3)",,"00:53:38 (-3)",
280,"team079 安徽农业大学",4,09:51:29,,03:06:52,,,,,,00:51:57,"02:31:31 (-5)",(-5),"01:01:09 (-2)",
281,"team283 宁波大学",4,09:52:07,,04:36:10,,,,,,00:42:47,"02:29:30 (-2)",,"01:03:40 (-1)",
282,"team513 浙江科技大学",4,10:10:45,,"02:10:16 (-5)",,,,,,"01:08:02 (-3)","02:43:38 (-2)",(-14),"00:28:49 (-1)",
283,"team274 浙江工商大学",4,10:10:52,,"03:26:23 (-3)",,,,,,"00:17:59 (-2)","02:04:09 (-5)",,"00:22:21 (-2)",
284,"team041 东北农业大学",4,10:11:40,,"02:54:08 (-16)",,,,,,00:15:43,"00:44:45 (-1)",(-2),"00:17:04 (-1)",
285,"team512 浙江科技大学",4,10:12:45,,"04:09:53 (-5)",,,,,,"01:15:09 (-1)",01:18:51,,"00:28:52 (-3)",
286,"team719 吉林大学",4,10:24:00,,"02:30:25 (-1)",,,,,,01:49:51,,"03:21:43 (-2)","01:22:01 (-1)",
287,"team308 北京邮电大学",4,10:27:15,,"03:55:52 (-3)",,,,,,00:45:56,"03:40:38 (-2)",(-2),00:24:49,
288,"team543 哈尔滨工业大学（威海）",4,10:27:18,,"03:17:44 (-10)",,,,,,00:23:11,"01:39:15 (-2)",,"00:27:08 (-2)",
289,"team828 南京邮电大学",4,10:31:09,,"03:45:27 (-2)",,,,,,01:21:52,"02:43:49 (-4)",,"00:20:01 (-1)",
290,"team001 华东师范大学第二附属中学",4,10:36:19,,"03:26:40 (-8)",,,,,,00:18:44,"01:39:47 (-3)",,"00:31:08 (-3)",
291,"team943 北京科技大学",4,10:39:33,,"02:50:23 (-2)",,,,,,00:30:29,"03:07:54 (-5)",,"00:50:47 (-3)",
292,"team1034 浙江师范大学",4,10:41:15,,03:40:37,,,,,,"01:42:29 (-3)","02:55:34 (-2)",(-2),"00:22:35 (-1)",
293,"team791 香港科技大学（广州）",4,10:50:43,,"04:22:23 (-5)",,,,,,00:37:53,"01:58:11 (-2)",,"00:52:16 (-2)",
294,"team331 同济大学",4,10:52:11,,"04:52:19 (-7)",,,,,,"01:18:52 (-2)",00:47:16,,"00:33:44 (-1)",
295,"team187 广东工业大学",4,11:02:44,,"04:09:45 (-2)",,,,,,"01:11:02 (-1)","02:46:01 (-2)",,"00:35:56 (-2)",
296,"team527 厦门大学",4,11:14:44,,"03:45:53 (-2)",,,,,,01:35:27,"03:50:43 (-3)",,00:22:41,
297,"team784 浙江财经大学",4,11:15:44,,03:21:06,,,,,,00:21:39,"04:35:17 (-6)",(-21),"00:37:42 (-1)",
298,"team054 东北大学",4,11:18:10,,04:04:48,,,,,,00:16:26,"03:14:29 (-9)",,"00:22:27 (-1)",
299,"team720 吉林大学",4,11:18:19,,"04:06:26 (-5)",,,,,,00:45:00,"02:36:12 (-5)",(-6),"00:10:41 (-1)",
300,"team342 南京大学",4,11:21:21,,01:14:08,,,,,,00:34:21,"04:50:52 (-12)",,"00:22:00 (-1)",
301,"team372 浙大城市学院",4,11:22:00,,"04:29:56 (-3)",,,,,,"00:30:39 (-1)","02:41:16 (-4)",,"00:20:09 (-2)",
302,"team206 苏州大学",4,11:28:02,,04:20:06,,,,,,00:49:27,"02:28:07 (-7)",,"00:30:22 (-3)",
303,"team806 哈尔滨工业大学",4,11:33:09,,"03:44:46 (-2)",,,,,,01:17:30,02:40:58,(-1),"01:49:55 (-4)",
304,"team281 宁波大学",4,11:35:01,,03:06:57,,,,,,00:30:40,"02:15:18 (-13)",,"00:22:06 (-3)",
305,"team1043 南京理工大学",4,11:58:13,,"04:03:36 (-2)",,,,,,00:52:23,"02:09:04 (-6)",(-1),"00:33:10 (-5)",
306,"team334 南京理工大学",4,12:00:02,,"04:24:17 (-8)",,,,,,00:21:00,"03:00:40 (-4)",,00:14:05,
307,"team498 合肥大学",4,12:02:43,,"02:43:30 (-6)",,(-1),,,,"01:24:29 (-2)","02:16:40 (-5)",(-6),"00:18:04 (-3)",
308,"team076 上海海洋大学",4,12:13:04,,"04:56:24 (-7)",,,,,,"00:36:44 (-1)","01:30:19 (-1)",(-1),"00:29:37 (-5)",
309,"team218 浙江理工大学",4,12:17:42,,(-5),,,,,,"02:06:26 (-4)","02:33:22 (-1)",03:57:56,"00:59:58 (-3)",
310,"team270 北京理工大学",4,12:23:10,,"04:22:53 (-4)",,,,,,00:57:07,"03:49:27 (-5)",(-2),00:13:43,
311,"team452 浙江农林大学",4,12:23:22,,"03:38:39 (-1)",,,,,,00:28:46,"03:59:36 (-9)",,"00:16:21 (-2)",
312,"team282 宁波大学",4,12:31:18,,"03:51:00 (-4)",,,,,,"00:47:28 (-1)","02:44:55 (-8)",,"00:27:55 (-1)",
313,"team034 中国传媒大学",4,12:36:41,,"04:53:50 (-2)",,(-2),,,,01:12:05,"03:55:51 (-5)",,00:14:55,
314,"team524 厦门大学",4,12:41:43,,"04:35:59 (-6)",,,,,,"01:17:00 (-3)","02:07:39 (-3)",,"00:21:05 (-1)",
315,"team649 西南科技大学",4,12:58:13,,"03:38:27 (-2)",,,,,,"00:27:52 (-1)","03:14:05 (-11)",(-14),"00:37:49 (-1)",
316,"team848 湖南中医药大学",4,13:05:06,,"04:50:35 (-4)",,,,,,01:32:50,"03:13:14 (-2)",,"01:08:27 (-1)",
317,"team151 清华大学附属中学",4,13:05:16,,"04:58:20 (-11)",,,,,,"00:11:43 (-1)","01:14:10 (-6)",(-37),"00:21:03 (-1)",
318,"team974 天津大学",4,13:15:16,,"04:22:06 (-4)",,,,,,00:47:23,"03:18:15 (-8)",(-6),"00:27:32 (-1)",
319,"team081 东北师范大学",4,13:18:22,,"03:28:03 (-4)",,,,(-1),,00:34:29,"02:59:11 (-13)",(-2),"00:16:39 (-1)",
320,"team565 重庆大学",4,13:40:00,,(-12),,,,,,"01:50:20 (-4)",03:04:41,"04:54:53 (-1)","00:50:06 (-4)",
321,"team286 宁波大学",4,13:57:59,,"04:47:44 (-5)",,,,,,00:15:20,"03:46:57 (-5)",,"01:07:58 (-2)",
322,"team563 重庆大学",4,14:11:38,,"03:53:33 (-12)",,,,,,00:25:00,"03:08:53 (-8)",(-12),00:04:12,
323,"team169 武汉大学",4,14:20:56,,"02:36:32 (-2)",,,,,,"01:34:10 (-2)","04:56:16 (-10)",(-5),"00:13:58 (-1)",
324,"team1201 山河大学",4,14:22:01,,03:35:40,,,,,,"03:43:49 (-1)","03:07:18 (-1)",,"02:15:14 (-3)",
325,"team514 浙江科技大学",4,14:47:36,,"04:40:08 (-2)",,,,,,00:34:00,"04:16:27 (-12)",(-3),"00:17:01 (-1)",
326,"team019 中国海洋大学",4,15:02:39,,"02:44:55 (-7)",,,,,,"01:14:47 (-1)","01:38:46 (-1)",,"01:04:11 (-16)",
327,"team939 福建师范大学",4,15:08:20,,"04:13:15 (-3)",,,,,,"02:44:31 (-1)",03:16:20,,"02:14:14 (-4)",
328,"team728 青岛大学",4,15:18:30,,"04:15:42 (-13)",,,,,,"00:53:43 (-1)","02:27:02 (-7)",(-1),"00:22:03 (-1)",
329,"team1058 中山市中山纪念中学",4,15:32:25,,"04:13:19 (-2)",,,,,,02:20:11,"04:24:48 (-5)",,02:14:07,
330,"team459 宁夏大学",4,15:46:47,,"03:35:38 (-4)",,,,,,01:26:06,"02:25:43 (-7)",(-2),"04:19:20 (-1)",
331,"team970 天津大学",4,16:03:43,,"03:22:35 (-4)",,,,,,"02:47:15 (-1)","03:36:55 (-4)",(-2),"02:56:58 (-1)",
332,"team059 东北大学",4,16:11:22,,"02:12:37 (-4)",,,,,,00:47:43,"03:18:38 (-13)",(-20),"01:12:24 (-9)",
333,"team782 浙江财经大学",4,19:04:49,,"04:01:08 (-4)",,,,,,00:32:13,"04:13:23 (-20)",(-6),"01:18:05 (-3)",
334,"team148 合肥工业大学宣城校区",4,19:07:18,,"04:45:12 (-32)",,,,,,00:49:53,"01:28:31 (-2)",,"00:23:42 (-1)",
335,"team749 暨南大学",3,02:02:07,,(-3),,,,,,00:26:41,"00:43:45 (-1)",,"00:11:41 (-1)",
336,"team674 南京大学",3,02:02:23,,01:11:48,,(-2),,,,00:27:33,(-5),,00:23:02,
337,"team300 南方科技大学",3,02:02:50,,(-5),,,,,,00:17:49,"01:10:27 (-1)",,00:14:34,
338,"team545 哈尔滨工业大学（威海）",3,02:25:19,,,,,,,,00:27:26,00:41:30,,"00:16:23 (-3)",
339,"team258 武汉大学",3,02:28:06,,,,,,,,00:28:14,"01:17:07 (-1)",,00:22:45,
340,"team135 浙大宁波理工学院",3,02:37:42,,(-24),,,,,,00:35:21,01:11:20,,"00:31:01 (-1)",
341,"team1014 杭州电子科技大学",3,02:40:39,,,,,,,,00:07:56,"00:49:23 (-1)",,"00:23:20 (-3)",
342,"team632 南阳理工学院",3,02:40:59,,(-10),,,,,,00:20:32,"01:32:27 (-1)",(-3),00:28:00,
343,"team647 南京信息工程大学",3,02:44:29,,(-8),,,,,,00:17:06,"01:06:39 (-1)",(-4),"00:20:44 (-2)",
344,"team368 长沙市雅礼中学",3,02:49:41,,,,,,,,00:33:22,"00:59:15 (-2)",,"00:17:04 (-1)",
345,"team634 南阳理工学院",3,02:50:04,,(-2),,,,,,00:27:55,01:06:52,,"00:35:17 (-2)",
346,"team386 华南师范大学附属中学",3,02:51:46,,(-5),,,,,,00:53:56,01:12:26,,00:45:24,
347,"team161 山东理工大学",3,02:55:32,,(-1),,,,,,00:29:52,"01:48:21 (-1)",,00:17:19,
348,"team824 南京邮电大学",3,02:57:00,,(-6),,,,,,00:35:06,"01:12:23 (-1)",,"00:29:31 (-1)",
349,"team973 天津大学",3,03:00:23,,(-10),,,,,,00:40:20,01:16:28,,"00:23:35 (-2)",
350,"team949 华东理工大学",3,03:06:26,,,,,,,,00:32:10,"01:19:02 (-3)",,00:15:14,
351,"team909 河南农业大学",3,03:10:41,,(-20),,,,,,00:30:18,"00:32:52 (-4)",(-3),"00:07:31 (-2)",
352,"team945 厦门实验中学",3,03:12:49,,,,,,,,00:40:34,00:54:38,,"00:57:37 (-2)",
353,"team733 天津工业大学",3,03:15:45,,(-2),,,,,,00:33:07,"02:02:03 (-1)",,00:20:35,
354,"team227 成都信息工程大学",3,03:16:01,,(-3),,,,,,00:33:21,"01:03:03 (-2)",,"00:19:37 (-2)",
355,"team285 宁波大学",3,03:22:57,,,,,,,,00:47:35,"01:35:20 (-2)",,00:20:02,
356,"team160 山东理工大学",3,03:37:54,,(-5),,,,,,"00:36:44 (-1)","01:47:51 (-2)",,00:13:19,
357,"team668 长春理工大学",3,03:42:19,,(-4),,,,,,00:27:35,01:39:32,,"00:55:12 (-2)",
358,"team835 南京邮电大学",3,03:44:23,,(-2),,,,,,00:30:05,01:57:17,,"00:37:01 (-2)",
359,"team321 中国地质大学（北京）",3,04:00:05,,(-9),,,,,,00:16:09,"01:59:09 (-3)",(-4),"00:24:47 (-1)",
360,"team181 广东工业大学",3,04:05:11,,(-4),,,,,,"00:42:00 (-1)",01:09:28,,"00:33:43 (-4)",
361,"team567 重庆大学",3,04:07:55,,(-1),,,,,,00:20:34,"02:00:38 (-3)",,00:46:43,
362,"team299 南方科技大学",3,04:08:11,,(-5),,,,,,00:40:51,"02:00:37 (-1)",,"00:46:43 (-1)",
363,"team825 南京邮电大学",3,04:11:44,,(-5),,,,,,01:06:12,02:09:06,,"00:36:26 (-1)",
364,"team1208 山河大学",3,04:20:30,,,,,,,,01:11:38,01:53:24,,"00:35:28 (-2)",
365,"team276 浙江工商大学",3,04:28:14,,(-6),,,,,,"01:34:18 (-4)",01:18:00,,00:15:56,
366,"team323 中国地质大学（北京）",3,04:29:39,,(-1),,,,,,"00:54:43 (-1)",01:30:13,,"00:44:43 (-3)",
367,"team927 北华大学",3,04:30:07,,(-2),,,,,,00:27:34,"02:31:44 (-4)",,00:10:49,
368,"team266 北京理工大学",3,04:36:43,,(-6),,,,,,00:39:12,"01:27:22 (-4)",,"00:30:09 (-2)",
369,"team929 北华大学",3,04:39:34,,,,,,,,00:36:15,"02:15:42 (-1)",,"00:47:37 (-2)",
370,"team493 中国民航大学",3,04:40:31,,,,,,,,00:54:45,"02:00:52 (-3)",,"00:24:54 (-1)",
371,"team798 西南财经大学",3,04:42:37,,(-2),,,,,,00:39:54,"01:45:40 (-5)",,"00:17:03 (-1)",
