Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
372,"team195 华侨大学",3,04:42:50,,(-5),,,,,,00:57:45,02:15:35,,"00:49:30 (-2)",
373,"team838 河南理工大学",3,04:43:07,,(-3),,,,,,00:44:56,02:53:26,,"00:24:45 (-2)",
374,"team084 东北师范大学",3,04:46:22,,(-3),,,,,,"00:32:50 (-1)","01:58:20 (-4)",,"00:15:12 (-1)",
375,"team087 东北师范大学",3,04:47:31,,(-2),,,,,,00:56:32,"01:56:13 (-2)",,"00:34:46 (-2)",
376,"team134 浙大宁波理工学院",3,04:47:44,,(-3),,,,,,00:46:28,"02:58:58 (-2)",,00:22:18,
377,"team704 中南大学",3,04:53:20,,(-5),,,,,,"00:38:11 (-2)","01:54:35 (-3)",,"00:20:34 (-1)",
378,"team288 宁波大学",3,04:55:01,,,,,,,,"00:39:51 (-1)","02:05:36 (-1)",,"00:29:34 (-3)",
379,"team1203 山河大学",3,05:02:33,,(-1),,,,,,"00:18:47 (-1)","02:09:53 (-4)",,"00:33:53 (-1)",
380,"team009 哈尔滨理工大学荣成校区",3,05:07:37,,,,,,,,00:18:34,"02:33:20 (-3)",,"00:55:43 (-1)",
381,"team548 华南师范大学",3,05:13:48,,(-4),,,,,,"00:34:36 (-1)",02:13:23,,"01:45:49 (-1)",
382,"team254 成都理工大学",3,05:22:21,,,,,,,,00:39:41,"02:27:23 (-2)",,"00:55:17 (-2)",
383,"team643 南京信息工程大学",3,05:22:27,,,,,,,,01:14:08,"03:07:12 (-2)",,00:21:07,
384,"team461 中南民族大学",3,05:23:14,,,,,,,,01:14:07,"01:46:41 (-1)",,"00:42:26 (-4)",
385,"team082 东北师范大学",3,05:24:47,,(-11),,,,,,00:24:19,"02:04:31 (-4)",,"00:15:57 (-4)",
386,"team827 南京邮电大学",3,05:27:30,,,,,,,,"01:14:11 (-1)","02:33:25 (-2)",,"00:19:54 (-1)",
387,"team410 中原工学院",3,05:29:01,,,,,,,,01:26:05,02:05:46,,"00:57:10 (-3)",
388,"team411 中原工学院",3,05:29:41,,(-3),,,,,,"00:51:32 (-1)",01:30:57,,"02:07:12 (-2)",
389,"team717 吉林大学",3,05:30:27,,01:24:33,,,,,,"01:03:18 (-6)",(-21),,"00:22:36 (-2)",
390,"team393 湖南大学",3,05:33:30,,,,,,,,01:21:43,"02:48:11 (-3)",,00:23:36,
391,"team458 宁夏大学",3,05:34:46,,,,,,,,"01:32:36 (-1)",01:50:08,,"00:52:02 (-3)",
392,"team395 湖南大学",3,05:35:30,,(-7),,,,,,"00:52:30 (-2)","01:50:12 (-2)",,"00:32:48 (-3)",
393,"team601 郑州轻工业大学",3,05:35:54,,,,,,,,01:39:31,02:06:26,,"01:29:57 (-1)",
394,"team494 中国民航大学",3,05:42:51,,(-1),,,,,,00:34:49,"02:40:16 (-4)",,"00:47:46 (-1)",
395,"team1035 浙江师范大学",3,05:43:10,,(-10),,,,,,"01:18:52 (-1)","01:38:53 (-3)",,"00:25:25 (-3)",
396,"team162 山东理工大学",3,05:43:29,,,,,,,,01:16:57,"02:10:53 (-1)",,"00:55:39 (-3)",
397,"team267 北京理工大学",3,05:44:37,,,,,,,,"00:38:57 (-2)","02:43:39 (-2)",,"00:22:01 (-2)",
398,"team693 华东师范大学",3,05:45:02,,,,,,,,"01:11:34 (-1)","02:46:05 (-2)",,"00:27:23 (-1)",
399,"team035 中国传媒大学",3,05:45:55,,(-4),,,,,,"02:02:47 (-3)","02:00:51 (-1)",(-8),00:22:17,
400,"team191 广东工业大学",3,05:46:49,,(-1),,,,,,"01:11:20 (-1)","02:56:48 (-3)",(-1),00:18:41,
401,"team834 南京邮电大学",3,05:47:15,,(-7),,,,,,"01:26:52 (-2)",01:49:36,,"00:50:47 (-3)",
402,"team496 中国民航大学",3,05:48:06,,(-12),,,,,,01:00:49,"01:43:30 (-1)",,"00:43:47 (-6)",
403,"team265 北京理工大学",3,05:51:37,,(-10),,,,(-2),,00:35:54,"01:54:29 (-5)",,"00:21:14 (-4)",
404,"team698 武汉大学",3,05:52:37,,(-28),,,,,,"01:55:33 (-2)",02:41:23,(-1),00:35:41,
405,"team060 绍兴文理学院",3,05:56:51,,(-7),,,,,,"01:26:17 (-2)",01:58:19,,"00:32:15 (-4)",
406,"team694 华东师范大学",3,05:59:49,,,,,,,,"01:14:22 (-1)","02:40:34 (-3)",(-6),"00:24:53 (-1)",
407,"team669 长春理工大学",3,06:06:00,,(-4),,,,,,"01:07:48 (-3)","01:51:11 (-4)",,"00:27:01 (-1)",
408,"team867 常熟理工学院",3,06:08:19,,(-7),,,,,,"00:33:37 (-1)","02:03:04 (-5)",,"00:51:38 (-2)",
409,"team1038 浙江师范大学",3,06:15:55,,(-2),,,,,,"01:04:01 (-2)","01:36:30 (-3)",,"00:35:24 (-4)",
410,"team044 阜阳师范大学",3,06:17:04,,,,,,,,"01:05:16 (-1)","03:34:03 (-3)",,00:17:45,
411,"team356 华中农业大学",3,06:27:13,,,,,,,,"00:41:28 (-1)","03:26:37 (-5)",,00:19:08,
412,"team817 重庆市育才中学",3,06:28:46,,(-2),,,,,,00:22:39,"01:24:17 (-11)",,"00:41:50 (-1)",
413,"team257 东华大学",3,06:30:36,,,,,,,,"01:45:50 (-1)","03:01:02 (-1)",,01:03:44,
414,"team831 南京邮电大学",3,06:33:19,,(-3),,,,,,00:44:16,"03:14:52 (-4)",,"00:34:11 (-2)",
415,"team920 南昌大学",3,06:36:03,(-1),(-2),(-1),(-1),(-1),(-1),(-1),00:45:10,"02:29:49 (-5)",(-1),"01:01:04 (-2)",(-1)
416,"team724 西安电子科技大学",3,06:37:33,,(-4),,,,,,00:35:38,"02:37:15 (-5)",,"00:44:40 (-3)",
417,"team269 北京理工大学",3,06:39:11,,"03:27:43 (-1)",,,,,,"01:20:17 (-1)",(-9),,"00:31:11 (-2)",
418,"team681 南京大学",3,06:44:29,,(-5),,,,,,"01:18:09 (-2)","02:57:42 (-1)",,01:28:38,
419,"team348 南京大学",3,06:54:40,,,,,,,,"00:51:19 (-1)","02:26:30 (-1)",,"01:16:51 (-5)",
420,"team861 华中科技大学",3,07:05:30,,,,,,,,01:08:18,"03:14:06 (-4)",,"00:43:06 (-2)",
421,"team1207 山河大学",3,07:12:29,,(-1),,,,,,"01:07:48 (-2)","04:09:26 (-1)",,"00:35:15 (-1)",
422,"team163 山东理工大学",3,07:17:09,,(-2),,,,,,01:10:17,"02:03:15 (-4)",,"01:03:37 (-5)",
423,"team795 香港科技大学（广州）",3,07:18:47,,,,,,,,"02:59:34 (-1)","02:26:25 (-1)",(-2),"00:32:48 (-2)",
424,"team730 湖南信息学院",3,07:21:53,,,,,,,,01:23:38,02:17:55,,"01:00:20 (-8)",
425,"team568 重庆大学",3,07:27:24,,,,,,,,"01:44:04 (-1)","03:42:01 (-4)",,00:21:19,
426,"team912 广西大学",3,07:34:19,,(-1),,,,,,"01:12:45 (-1)","03:54:42 (-1)",,"00:46:52 (-3)",
427,"team868 常熟理工学院",3,07:36:38,,,,,,,,00:53:40,"03:25:06 (-7)",,"00:37:52 (-1)",
428,"team832 南京邮电大学",3,07:44:28,,,,,,,,01:05:30,"04:29:16 (-3)",,"00:29:42 (-2)",
429,"team947 浙江中医药大学",3,07:44:51,,,,,,,,01:23:50,"02:21:12 (-1)",,"01:39:49 (-6)",
430,"team794 香港科技大学（广州）",3,07:46:02,,(-2),,,,,,"03:02:50 (-2)","02:51:34 (-1)",(-1),"00:31:38 (-1)",
431,"team427 中国矿业大学",3,07:47:44,,(-1),,,,,,"02:36:08 (-1)",03:11:31,,"01:20:05 (-1)",
432,"team922 南昌大学",3,07:48:46,,,,,,,,"01:34:34 (-4)","02:58:03 (-2)",,"00:36:09 (-2)",
433,"team336 武汉大学",3,07:53:59,,(-5),,,,,,"01:14:55 (-2)","03:31:07 (-2)",(-2),"00:47:57 (-3)",
434,"team905 北京大学",3,07:55:11,"01:35:35 (-1)",01:03:18,,,,"02:36:18 (-7)",,,,,,
435,"team613 衢州第二中学",3,07:55:53,,,,,,,,"02:55:56 (-1)","02:14:01 (-2)",,"01:05:56 (-2)",
436,"team1204 山河大学",3,07:55:58,,,,,,(-1),,01:49:40,"02:20:35 (-5)",,"00:25:43 (-5)",
437,"team072 西北农林科技大学",3,07:56:57,,,,,,,,"01:05:48 (-4)","02:29:17 (-2)",,"00:41:52 (-5)",
438,"team088 徐州工程学院",3,08:16:24,,,,,,,,01:29:34,"03:18:34 (-4)",,"01:08:16 (-3)",
439,"team083 东北师范大学",3,08:17:19,,,,,,,,00:29:12,"03:10:40 (-12)",(-2),"00:17:27 (-1)",
440,"team1202 山河大学",3,08:22:37,,,,,,,,01:12:04,"03:02:10 (-6)",,"00:28:23 (-5)",
441,"team228 成都信息工程大学",3,08:22:40,,(-13),,,,,(-1),00:46:00,"02:11:00 (-8)",,"00:25:40 (-7)",
442,"team376 浙大城市学院",3,08:25:42,,,,,,,,"01:25:34 (-1)","03:58:19 (-4)",,"00:41:49 (-2)",
443,"team503 南京航空航天大学",3,08:29:30,,,,,,,,"01:03:51 (-2)","04:02:22 (-2)",,"01:03:17 (-3)",
444,"team378 浙大城市学院",3,08:30:03,,(-1),,,,,,01:40:11,"03:00:14 (-2)",,"01:29:38 (-5)",
445,"team058 东北大学",3,08:35:21,,(-2),,,,,,"00:22:40 (-2)","02:16:01 (-14)",,"00:16:40 (-1)",
446,"team463 中南民族大学",3,08:40:43,,,,,,,,01:07:22,"04:19:51 (-6)",,"00:33:30 (-2)",
447,"team344 南京大学",3,08:43:40,,,,,,,,02:07:49,"04:00:29 (-4)",,01:15:22,
448,"team465 中南民族大学",3,08:44:07,,,,,,,,01:16:46,"03:50:07 (-5)",,"00:57:14 (-3)",
449,"team416 长沙学院",3,08:55:54,,(-12),,,,,,01:09:24,(-4),02:30:00,"02:36:30 (-8)",
450,"team786 浙江财经大学",3,09:01:37,,"04:17:20 (-2)",,,,,,01:06:52,(-10),,"01:17:25 (-5)",
451,"team659 重庆工程学院",3,09:02:15,,04:45:17,,,,,,02:00:43,(-18),,"01:56:15 (-1)",
452,"team977 天津大学",3,09:10:35,,(-9),,,,,,01:26:15,"04:06:15 (-8)",,"00:38:05 (-1)",
453,"team213 浙江理工大学",3,09:18:12,,,,,,,,03:43:56,"03:41:43 (-1)",,"01:12:33 (-1)",
454,"team978 天津大学",3,09:20:03,,(-5),,,,,,"02:30:44 (-4)","03:49:09 (-3)",(-1),"00:20:10 (-1)",
455,"team516 浙江科技大学",3,09:25:02,,(-1),,,,,,"01:10:36 (-2)","02:30:30 (-2)",,"01:43:56 (-8)",
456,"team375 浙大城市学院",3,09:58:10,,,,,,,,01:29:56,"02:45:26 (-10)",,"01:02:48 (-4)",
457,"team032 中国传媒大学",3,10:13:01,,(-4),,,,,,"00:40:22 (-1)","04:46:38 (-11)",,"00:26:01 (-1)",
458,"team278 河南工程学院",3,10:29:17,,,,,,,,01:10:21,"03:57:45 (-9)",,"01:01:11 (-4)",
459,"team224 大连海事大学",3,10:53:08,,(-1),,,,,,"03:21:50 (-4)","03:48:35 (-3)",,"00:22:43 (-3)",
460,"team462 中南民族大学",3,11:00:27,,,,,,,,01:08:34,"04:02:28 (-11)",,"00:49:25 (-4)",
461,"team1205 山河大学",3,11:02:13,,,,,,,,"01:58:45 (-1)","03:35:10 (-11)",,"01:08:18 (-1)",
462,"team439 乐山师范学院",3,11:06:01,,(-3),,,,,,"00:57:03 (-3)","04:17:30 (-4)",,"01:51:28 (-5)",
463,"team992 福建理工大学",3,11:17:22,,(-1),,,,,,"01:42:44 (-2)","02:47:25 (-4)",,"01:27:13 (-10)",
464,"team133 浙大宁波理工学院",3,11:18:14,,(-10),,,,,,"00:57:18 (-1)","03:03:52 (-19)",,"00:17:04 (-1)",
465,"team833 南京邮电大学",3,12:23:40,,,,,,,,"00:39:36 (-1)","03:10:28 (-21)",,"00:33:36 (-2)",
466,"team1005 杭州电子科技大学",3,12:38:01,,,,,,,,"03:38:35 (-1)","03:30:18 (-3)",,"03:09:08 (-3)",
467,"team826 南京邮电大学",3,13:06:28,,,,,,,,03:06:22,"04:45:11 (-6)",,"02:54:55 (-1)",
468,"team217 浙江理工大学",3,13:19:10,,(-12),,,,,,"04:15:39 (-2)","01:57:25 (-6)",,"00:46:06 (-11)",
469,"team460 中南民族大学",3,13:30:05,,(-2),,,,,,"01:14:49 (-2)","03:35:48 (-12)",,"00:39:28 (-10)",
470,"team1231 山河大学",3,13:51:41,,"02:55:28 (-3)",,,,,,"04:50:53 (-3)","03:25:20 (-2)",,,
471,"team374 浙大城市学院",3,14:01:52,,,,,,,,02:06:29,"04:16:18 (-8)",,"01:59:05 (-9)",
472,"team564 重庆大学",3,14:13:23,,,,,,,,04:24:42,"04:55:23 (-1)",,"04:13:18 (-1)",
473,"team380 华南师范大学附属中学",3,14:50:38,,,,,,,,04:34:58,,"04:43:01 (-1)","04:52:39 (-1)",
474,"team919 广东金融学院",3,14:57:05,,(-2),,,,,,"03:20:50 (-1)","04:28:53 (-7)",,"02:47:22 (-5)",
475,"team188 广东工业大学",3,15:03:50,,"04:41:24 (-19)",,,,,,"01:33:01 (-4)",(-5),,"00:29:25 (-2)",
476,"team403 哈尔滨理工大学",3,15:21:17,,(-4),,,,,,00:57:37,"03:55:30 (-12)",,"01:28:10 (-15)",
477,"team168 北京林业大学",3,17:48:13,,(-2),,,,,,"04:33:14 (-2)","04:58:54 (-7)",,"04:16:05 (-3)",
478,"team616 衢州第二中学",3,18:19:04,,,,,,,,"02:31:01 (-15)","02:42:09 (-4)",,"01:05:54 (-17)",
479,"team473 广西师范大学",3,21:05:16,,,,,,,,01:54:56,"04:56:01 (-26)",,"03:14:19 (-7)",
480,"team249 成都东软学院",3,23:24:03,,,,,,,,"01:19:21 (-2)","03:39:38 (-43)",,"00:45:04 (-8)",
481,"team957 杭州第二中学",2,00:46:43,,,,,,,,00:32:08,,,00:14:35,
482,"team734 天津工业大学",2,00:49:53,,,,,,,,00:29:15,(-10),,00:20:38,
483,"team1013 杭州电子科技大学",2,00:55:32,,,,,,,,00:20:59,(-6),,"00:14:33 (-1)",
484,"team470 广西师范大学",2,00:55:56,,,,,,,,00:34:19,(-4),,00:21:37,
485,"team820 南通大学",2,01:12:41,,,,,,,,00:47:03,,,00:25:38,
486,"team988 天津大学",2,01:18:16,,(-1),,,,,,"00:27:26 (-1)",(-10),,"00:10:50 (-1)",
487,"team015 华东师范大学",2,01:29:50,,(-4),,,,,,00:54:47,(-9),,"00:15:03 (-1)",
488,"team941 国防科技大学",2,01:31:11,,,,,,,,00:23:53,(-5),,"00:47:18 (-1)",
489,"team913 广西大学",2,01:32:40,,,,,,,,00:55:45,(-3),,00:36:55,
490,"team727 青岛大学",2,01:33:54,,(-2),,,,,,01:05:22,(-3),,00:28:32,
491,"team074 西北农林科技大学",2,01:45:03,,,,,,,,00:21:38,(-9),,"00:43:25 (-2)",
492,"team377 浙大城市学院",2,01:45:27,,,,,,,,00:53:22,(-1),,"00:32:05 (-1)",
493,"team077 宁波职业技术学院",2,01:46:40,,,,,,,,00:27:18,,,"00:19:22 (-3)",
494,"team793 香港科技大学（广州）",2,01:47:26,,(-5),,,,,,01:02:18,(-6),,"00:25:08 (-1)",
495,"team387 华南师范大学附属中学",2,01:55:01,,,,,,,,"00:39:24 (-1)",,,"00:15:37 (-2)",
496,"team292 宁波大学",2,01:56:43,,(-6),,,,,,00:40:05,,,"00:36:38 (-2)",
497,"team329 山东大学（威海）",2,02:00:26,,,,,,,,00:45:11,(-6),,"00:35:15 (-2)",
498,"team175 莆田学院",2,02:01:45,,,,,,,,00:44:25,(-5),,"00:37:20 (-2)",
499,"team219 浙江理工大学",2,02:06:40,,(-5),,,,,,00:53:13,(-10),,"00:33:27 (-2)",
500,"team756 华中师范大学",2,02:07:21,,,,,,,,01:06:02,(-1),,"00:41:19 (-1)",
501,"team924 南昌大学",2,02:13:26,,,,,,,,"01:11:36 (-1)",,,00:41:50,
502,"team437 乐山师范学院",2,02:13:36,,,,,,,,00:58:14,(-3),,01:15:22,
503,"team807 北师大香港浸会大学",2,02:16:04,,,,,,,,01:13:21,(-9),,"00:42:43 (-1)",
504,"team415 长沙学院",2,02:16:15,,(-5),,,,,,01:15:06,(-6),,"00:41:09 (-1)",
505,"team657 南京理工大学",2,02:19:03,,,,,,,,01:07:51,(-4),,"00:31:12 (-2)",
506,"team145 浙江万里学院",2,02:19:56,,,,,,,,"01:23:30 (-1)",(-5),,00:36:26,
507,"team499 哈尔滨理工大学",2,02:22:40,,(-6),,,,,,"01:14:49 (-1)",(-4),,"00:27:51 (-1)",
508,"team829 南京邮电大学",2,02:25:17,,(-2),,,,,,"01:19:13 (-2)",(-6),,00:26:04,
509,"team896 安阳工学院",2,02:29:12,,,,,,,,"01:05:21 (-1)",(-13),,"00:43:51 (-1)",
510,"team718 吉林大学",2,02:29:58,,,,,,,,00:47:07,(-12),,"00:22:51 (-4)",
511,"team045 阜阳师范大学",2,02:34:52,,(-2),,,,,,00:55:02,(-3),,"00:59:50 (-2)",
512,"team561 重庆大学",2,02:35:03,,,,,,,,01:18:34,(-2),,"00:56:29 (-1)",
513,"team646 南京信息工程大学",2,02:36:04,,,,,,,,01:11:15,(-4),,"00:24:49 (-3)",
514,"team143 浙江万里学院",2,02:40:06,,,,,,,,01:11:13,(-10),,"00:48:53 (-2)",
515,"team1036 武汉大学",2,02:41:45,,"01:35:33 (-1)",,,,,,00:46:12,,,(-1),
516,"team430 中国矿业大学",2,02:46:14,,,,,,,,00:28:19,(-10),,"01:17:55 (-3)",
517,"team078 江西理工大学南昌校区",2,02:48:41,,,,,,,,01:24:38,,,"01:04:03 (-1)",
518,"team322 中国地质大学（北京）",2,02:51:13,,(-1),,,,,,"01:21:35 (-2)",(-6),,"00:29:38 (-1)",
519,"team047 阜阳师范大学",2,02:55:43,,,,,,,,01:09:59,(-3),,"00:45:44 (-3)",
520,"team085 东北师范大学",2,02:57:46,,,,,,,,01:44:26,(-19),,01:13:20,
521,"team891 安阳工学院",2,02:59:31,,,,,,,,01:20:45,(-3),,"00:58:46 (-2)",
522,"team1032 四川省成都市第七中学",2,03:00:51,,(-2),,,,,,(-1),"01:19:49 (-1)",,"00:41:02 (-2)",
523,"team895 安阳工学院",2,03:01:22,,,,,,,,00:53:52,,,"01:27:30 (-2)",
524,"team176 莆田学院",2,03:06:15,,,,,,,,01:31:13,,,01:35:02,
525,"team889 中国科学技术大学",2,03:06:33,,,,,,,,01:24:29,,,"00:42:04 (-3)",
526,"team787 浙江财经大学",2,03:07:13,,,,,,,,00:55:25,(-9),,"01:11:48 (-3)",
527,"team886 河海大学",2,03:09:06,,,,,,,,"01:10:52 (-1)",(-6),,"01:18:14 (-1)",
528,"team688 青岛科技大学",2,03:19:31,,,,,,,,"01:27:48 (-1)",(-13),,"00:31:43 (-3)",
529,"team453 浙江农林大学",2,03:23:43,,,,,,,,"01:53:52 (-1)",(-6),,"00:49:51 (-1)",
530,"team347 南京大学",2,03:24:22,,,,,,,,01:30:26,(-6),,"00:53:56 (-3)",
531,"team556 浙江工业职业技术学院",2,03:26:48,,,,,,,,"00:36:14 (-3)",(-12),,"00:50:34 (-3)",
532,"team969 浙江农林大学",2,03:28:12,,,,,,,,"02:33:39 (-2)",(-6),,00:14:33,
533,"team360 浙江育英职业技术学院",2,03:29:59,,,,,,,,"01:25:02 (-1)",(-9),,"00:44:57 (-3)",
534,"team046 阜阳师范大学",2,03:31:43,,,,,,,,01:36:12,(-3),,"01:15:31 (-2)",
535,"team409 厦门双十中学",2,03:32:03,,,,,,,,"00:38:51 (-4)",(-4),,"00:53:12 (-2)",
536,"team233 长安大学",2,03:32:42,,,,,,,,(-3),"01:22:11 (-2)",,"00:30:31 (-3)",
537,"team202 江西财经大学",2,03:37:02,,,,,,,,02:06:10,,,"00:30:52 (-3)",
538,"team507 南京航空航天大学",2,03:40:05,,,,,,,,"01:10:24 (-1)",(-5),,"01:09:41 (-3)",
539,"team529 厦门大学",2,03:42:40,,(-3),,,,,,"01:56:04 (-2)",(-2),,"00:26:36 (-2)",
540,"team405 哈尔滨理工大学",2,03:44:14,,,,,,,,"01:40:03 (-3)",(-4),,"00:24:11 (-2)",
541,"team911 广西大学",2,03:44:47,,,,,,,,"02:02:05 (-1)",01:22:42,,(-1),
542,"team429 中国矿业大学",2,03:47:24,,,,,,,,"02:06:21 (-2)",(-4),,"00:41:03 (-1)",
543,"team287 宁波大学",2,03:48:33,,,,,,,,01:37:45,(-7),,"01:10:48 (-3)",
544,"team811 重庆市育才中学",2,03:50:28,,"01:33:08 (-3)",,,,,,,,,"00:37:20 (-2)",
545,"team894 安阳工学院",2,03:51:04,,,,,,,,"01:53:49 (-2)",(-3),,"00:57:15 (-1)",
546,"team209 苏州大学",2,03:55:21,,(-1),,,,,,01:31:45,(-7),,"01:43:36 (-2)",
547,"team557 浙江工业职业技术学院",2,04:03:58,,,,,,,,01:21:45,,,"02:02:13 (-2)",
548,"team645 南京信息工程大学",2,04:11:40,,,,,,,,"01:45:46 (-3)",(-13),,"00:25:54 (-3)",
549,"team505 南京航空航天大学",2,04:18:57,,,,,,,,02:10:08,,,02:08:49,
550,"team537 电子科技大学",2,04:19:33,,,,,,,,"01:49:06 (-1)",,,"01:30:27 (-2)",
551,"team466 中南民族大学",2,04:20:18,,,,,,,,"01:22:17 (-2)",(-1),,"00:58:01 (-4)",
552,"team244 衡水学院",2,04:21:06,,,,,,,,"01:21:56 (-2)",(-4),,"01:19:10 (-3)",
553,"team433 中国矿业大学",2,04:23:07,,,,,,,,"02:02:51 (-1)",(-8),,"01:00:16 (-3)",
554,"team893 安阳工学院",2,04:23:27,,,,,,,,"02:04:04 (-2)",(-5),,"01:19:23 (-1)",
555,"team636 南阳理工学院",2,04:33:26,,,,,,,,02:12:32,,,02:20:54,
556,"team361 浙江育英职业技术学院",2,04:36:29,,,,(-1),,,,"00:39:06 (-1)",(-3),,"01:57:23 (-5)",
557,"team944 北京科技大学",2,04:43:22,,(-2),,,,,,00:23:14,"02:20:08 (-6)",,(-3),
558,"team225 大连海事大学",2,04:45:44,,,,,,,,03:49:53,(-2),,"00:35:51 (-1)",
559,"team788 浙江财经大学",2,04:46:07,,,,,,,,"02:10:14 (-1)",(-1),,"01:55:53 (-1)",
560,"team654 武汉商学院",2,04:46:16,,(-1),,,,,,"01:55:03 (-3)",(-15),,"01:31:13 (-1)",
561,"team089 徐州工程学院",2,04:54:05,,,,,,,,01:37:43,(-23),,"01:16:22 (-6)",
562,"team407 哈尔滨理工大学",2,05:02:51,,,,,,,,02:08:35,,,"01:34:16 (-4)",
563,"team203 江西财经大学",2,05:10:52,,,,,,,,02:31:49,,,"01:59:03 (-2)",
564,"team464 中南民族大学",2,05:11:51,,,,,,,,"01:01:52 (-2)",,,"01:09:59 (-7)",
565,"team898 安阳工学院",2,05:18:31,,,,,,,,"01:06:10 (-2)",,,"01:52:21 (-5)",
566,"team289 宁波大学",2,05:20:37,,(-3),,,,,,"01:31:30 (-1)",,,"01:49:07 (-5)",
567,"team201 江西财经大学",2,05:25:22,,,,,,,,"01:33:16 (-2)",,,"02:12:06 (-3)",
568,"team608 河南工程学院",2,05:29:44,,,,,,,,"01:48:42 (-4)",,,"01:41:02 (-2)",
569,"team686 青岛科技大学",2,05:30:47,,(-4),,,,,,"01:38:34 (-1)",(-5),,"01:52:13 (-5)",
570,"team966 浙江师范大学",2,05:42:04,,(-8),,,,,,,"01:32:31 (-2)",03:29:33,,
571,"team742 华南师范大学",2,05:49:05,,,,,,,,02:48:03,,,"02:41:02 (-1)",
572,"team073 西北农林科技大学",2,05:59:09,,,,,,,,"02:44:15 (-2)",,,"01:14:54 (-4)",
573,"team477 杭州电子科技大学信息工程学院",2,06:11:03,,,,,,,,01:52:37,,,"02:38:26 (-5)",
574,"team892 安阳工学院",2,06:12:47,,,,,,,,02:49:51,,,"03:02:56 (-1)",
575,"team990 山东大学",2,06:13:24,,,,,,,,02:51:34,,,"03:01:50 (-1)",
576,"team928 北华大学",2,06:17:27,,,,,,,,(-6),04:17:33,,"00:39:54 (-4)",
577,"team595 中国矿业大学徐海学院",2,06:23:01,,,,,,,,"00:59:27 (-3)",(-8),,"03:43:34 (-2)",
578,"team850 湖南中医药大学",2,06:25:42,,,,,,,,"03:02:34 (-3)",(-3),,"02:03:08 (-1)",
579,"team324 中国地质大学（北京）",2,06:33:43,,(-1),,,,,,"02:48:54 (-5)",(-2),,"01:04:49 (-3)",
580,"team605 河南工程学院",2,06:41:38,,,,,,,,03:05:23,,,03:36:15,
581,"team897 安阳工学院",2,06:51:09,,(-2),,,,,,"02:25:15 (-1)",,,"03:05:54 (-3)",
582,"team925 南昌大学",2,07:06:18,,(-1),,,,,,(-4),"02:27:18 (-3)",,"02:59:00 (-2)",
583,"team335 天津理工大学",2,07:09:38,,,,,,,,03:47:38,,,"03:02:00 (-1)",
584,"team216 浙江理工大学",2,08:07:37,,,,,,,,"03:30:06 (-6)",(-8),,"01:17:31 (-4)",
585,"team550 华南师范大学",2,08:25:08,,,,,,,,"03:33:00 (-2)",,,"03:52:08 (-1)",
586,"team629 山东财经大学",2,08:39:13,,,,,,,,00:11:59,,,"02:07:14 (-19)",
587,"team412 中原工学院",2,08:41:20,,,,,,,,(-1),"04:02:26 (-4)",,"01:58:54 (-4)",
588,"team869 香港大学",2,09:07:29,,,,,,,,04:18:11,,,"03:49:18 (-3)",
589,"team142 浙江万里学院",2,09:09:05,,,,,,,,03:33:46,(-4),,"03:15:19 (-7)",
590,"team687 青岛科技大学",2,09:37:18,,,,,,,,"04:12:52 (-1)",(-5),,"03:24:26 (-5)",
591,"team362 浙江育英职业技术学院",2,09:51:52,,,,,,,,"02:00:56 (-6)",,,"01:50:56 (-12)",
592,"team596 中国矿业大学徐海学院",2,09:58:24,,,,,,,,"02:52:15 (-4)",,,"03:26:09 (-7)",
593,"team436 乐山师范学院",2,10:01:02,,,,,,,,00:43:27,(-9),,"01:37:35 (-23)",
594,"team606 河南工程学院",2,10:14:55,,,,,,,,02:00:58,(-4),,"03:33:57 (-14)",
595,"team425 中国矿业大学",2,10:32:22,,,,,,,,04:18:16,(-1),,"04:34:06 (-5)",
596,"team363 浙江育英职业技术学院",2,11:28:11,,,,,,,,"02:22:13 (-11)",(-3),,"02:45:58 (-8)",
597,"team559 上海师范大学",2,12:16:55,,,,,,,,"03:31:28 (-2)",(-4),,"04:25:27 (-11)",
598,"team651 西南科技大学",1,00:07:43,,(-3),,,,,,00:07:43,,,(-5),
599,"team701 中南大学",1,00:11:44,,,,,,,,(-5),(-4),,00:11:44,
600,"team1027 北京建筑大学",1,00:25:54,,(-1),,,,,,(-1),(-6),,00:25:54,
601,"team237 阜阳师范大学",1,00:28:39,,,,,,,,00:28:39,,,(-1),
602,"team792 香港科技大学（广州）",1,00:30:30,,,,,,,,(-2),(-7),,00:30:30,
603,"team475 广西师范大学",1,00:32:00,,,,,,,,00:32:00,,,(-1),
604,"team434 中国矿业大学",1,00:46:27,,,,,,,,,,,00:46:27,
605,"team382 华南师范大学附属中学",1,00:47:30,,,,,,,,(-1),,,"00:27:30 (-1)",
606,"team432 中国矿业大学",1,00:48:38,,,,,,,,00:48:38,,,(-1),
607,"team809 北师大香港浸会大学",1,00:53:47,,,,,,,,(-10),(-7),,"00:33:47 (-1)",
608,"team086 东北师范大学",1,00:56:07,,,,,,,,00:56:07,(-1),,(-4),
609,"team789 西南石油大学",1,00:56:08,,,,,,,,(-5),(-1),,00:56:08,
610,"team592 南昌理工学院",1,00:57:51,,,,,,,,00:57:51,(-1),,(-9),
