Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
144,"team1030 金陵中学河西分校",7,18:38:03,"00:23:33 (-1)",,"03:06:40 (-2)",,,00:36:14,"00:30:22 (-1)","04:37:08 (-1)",,00:30:46,"03:13:20 (-12)",
145,"team419 湘潭大学",7,18:49:24,"03:05:56 (-2)",,"04:47:28 (-2)",,,00:36:50,"00:42:44 (-1)","04:48:35 (-4)",,00:15:09,01:32:42,
146,"team035 中国传媒大学",7,19:04:49,"02:53:45 (-1)",,01:43:19,,,01:23:05,"00:34:01 (-1)",04:55:12,,"00:23:08 (-1)","03:52:19 (-7)",
147,"team955 杭州第二中学",7,19:43:32,"01:44:39 (-2)",,,,,00:43:01,"01:01:28 (-4)",03:28:34,,"01:18:59 (-2)",03:54:53,04:51:58
148,"team749 暨南大学",7,21:44:42,"01:50:47 (-12)",,03:12:20,,,00:36:54,"00:08:46 (-4)",03:45:41,,"00:12:26 (-1)","02:17:48 (-12)",(-3)
149,"team107 南京外国语学校",7,21:53:39,"03:10:21 (-1)",,"04:38:05 (-4)",,,"00:36:38 (-2)","00:47:33 (-1)",,,"00:18:37 (-2)","02:43:04 (-4)","03:19:21 (-5)"
150,"team298 南方科技大学",7,23:58:00,"02:06:54 (-7)",,"03:09:34 (-1)",,,00:40:19,00:25:47,"04:56:56 (-22)",,00:21:48,"01:36:42 (-2)",
151,"team811 重庆市育才中学",7,24:21:06,"02:14:26 (-5)",(-6),(-8),,,00:56:45,"00:50:50 (-3)",04:16:11,,"00:33:55 (-4)","03:18:57 (-6)","03:50:02 (-7)"
152,"team1000 金策工业综合大学",7,26:03:21,"03:02:22 (-1)",,"02:18:53 (-1)",,,"04:39:18 (-2)","02:40:44 (-5)",,,02:11:23,02:53:01,"04:37:40 (-2)"
153,"team737 余姚中学",7,27:50:25,02:23:07,(-2),"03:58:08 (-5)",,,"02:16:10 (-1)","01:47:43 (-1)","04:59:11 (-7)",,01:43:12,"03:42:54 (-7)",
154,"team218 浙江理工大学",6,05:11:59,00:42:44,,(-18),,,00:30:11,00:16:13,02:46:35,,00:08:35,00:47:41,(-2)
155,"team580 福州大学",6,05:31:24,"00:25:42 (-1)",,(-9),,,00:42:19,"00:26:08 (-2)",01:41:31,,00:15:01,01:00:43,(-1)
156,"team952 杭州第二中学",6,05:33:54,00:29:13,,"02:03:59 (-1)",,,"00:29:04 (-1)",00:09:46,,,00:17:04,"00:44:48 (-2)",(-5)
157,"team555 清华大学",6,05:47:20,01:35:47,,01:57:22,,,00:34:26,00:22:41,,,00:13:38,01:03:26,
158,"team844 四川省成都市第七中学",6,06:39:06,00:43:51,,(-9),,,00:29:50,00:20:41,(-1),,"00:09:45 (-2)",00:26:52,"02:48:07 (-3)"
159,"team055 东北大学",6,06:58:06,01:33:23,,02:09:48,,,00:44:37,00:28:28,(-9),,"00:14:24 (-1)",01:27:26,
160,"team273 浙江工商大学",6,07:14:45,00:55:28,,03:13:21,,,01:06:41,00:17:43,,,"00:17:28 (-1)","00:44:04 (-1)",(-1)
161,"team480 长沙市长郡中学",6,07:34:44,00:58:50,,"03:21:01 (-1)",,,00:38:26,"00:15:13 (-1)",(-1),,"00:17:06 (-1)",01:04:08,(-3)
162,"team673 南京大学",6,07:37:14,01:08:01,,03:28:54,,,00:49:24,00:21:33,(-2),,00:23:48,01:25:34,(-1)
163,"team132 浙大宁波理工学院",6,07:38:47,01:35:36,,"03:09:07 (-1)",,,00:47:07,00:13:59,(-3),,00:24:32,"00:48:26 (-1)",(-2)
164,"team524 厦门大学",6,07:40:23,"01:12:17 (-1)",,02:16:49,,,00:49:09,00:20:44,(-1),,"00:15:34 (-1)","01:45:50 (-1)",
165,"team021 华东理工大学",6,07:58:29,00:57:07,,03:10:14,,,00:34:07,00:22:00,(-2),,"00:12:42 (-2)","01:42:19 (-1)",
166,"team143 浙江万里学院",6,08:18:05,"01:48:49 (-2)",,02:34:18,,,00:47:52,"00:12:28 (-1)",(-5),,00:17:19,01:37:19,(-1)
167,"team305 北京邮电大学",6,08:20:41,01:43:32,,02:34:36,,,00:57:04,"00:27:51 (-1)",,,"00:23:17 (-1)",01:34:21,(-4)
168,"team686 青岛科技大学",6,08:32:19,00:50:02,,04:06:39,,,00:51:23,00:13:19,,,00:16:53,"01:34:03 (-2)",
169,"team110 南京外国语学校",6,08:49:04,01:20:29,,(-1),,,00:31:19,"00:12:01 (-1)",,,00:16:16,"02:20:57 (-4)","01:08:02 (-4)"
170,"team823 南京邮电大学",6,08:52:36,01:15:16,,"03:48:07 (-1)",,,00:42:23,"00:15:00 (-1)",,,00:18:48,01:53:02,
171,"team033 中国传媒大学",6,08:52:38,01:05:25,,"02:05:16 (-1)",,,"00:53:57 (-1)","00:28:34 (-1)",(-12),,"00:10:24 (-1)",02:49:02,
172,"team090 长沙理工大学",6,08:53:43,"00:24:01 (-2)",,"02:15:59 (-1)",,,01:07:37,"00:47:34 (-1)",,,"00:31:34 (-2)","00:46:58 (-3)",(-1)
173,"team971 天津大学",6,09:00:15,"02:41:51 (-1)",,"02:27:51 (-1)",,,00:38:58,"00:15:19 (-1)",(-11),,00:16:35,"01:19:41 (-1)",(-2)
174,"team011 华东师范大学",6,09:00:41,01:05:35,(-4),(-8),,,00:33:08,"00:18:50 (-1)","03:40:57 (-5)",,00:22:14,00:59:57,(-12)
175,"team563 重庆大学",6,09:01:36,"01:06:30 (-1)",,"03:36:33 (-2)",,,00:39:17,"00:23:26 (-2)",(-1),,00:16:16,01:19:34,
176,"team961 浙江师范大学",6,09:07:25,"01:20:30 (-1)",,"04:27:24 (-1)",,,00:49:49,"00:17:51 (-1)",,,00:15:07,00:56:44,
177,"team180 广东工业大学",6,09:12:07,01:24:21,,"04:02:26 (-1)",,,00:46:55,00:16:38,,,"00:27:06 (-1)","01:14:41 (-1)",
178,"team600 温州中学",6,09:13:05,00:10:26,,"03:50:58 (-1)",,,00:34:21,"00:25:10 (-2)",,,00:10:35,"01:41:35 (-4)",(-3)
179,"team660 广州外语外贸大学",6,09:13:23,"01:26:55 (-2)",,"03:11:47 (-1)",,,00:38:13,00:13:37,,,00:19:30,02:23:21,(-2)
180,"team147 武汉大学",6,09:15:06,"00:48:05 (-1)",,03:05:57,,,01:00:12,"00:45:24 (-3)",(-10),,00:12:11,02:03:17,(-2)
181,"team560 重庆大学",6,09:19:54,"01:56:37 (-1)",,"02:34:03 (-1)",(-1),,01:13:12,"00:49:26 (-1)",,,00:18:33,01:28:03,
182,"team685 南京大学",6,09:21:52,"03:20:02 (-3)",,02:06:25,,,"00:32:58 (-1)","00:16:24 (-1)",,,"00:14:01 (-1)",00:52:02,(-5)
183,"team542 北京交通大学",6,09:23:34,01:18:48,,02:29:54,,,01:01:51,"00:39:41 (-1)",(-5),,00:23:31,"02:09:49 (-3)",
184,"team657 南京理工大学",6,09:24:28,"01:47:54 (-1)",,,,,00:57:55,"00:21:22 (-1)","03:55:47 (-1)",,"00:22:55 (-1)",00:38:35,(-5)
185,"team184 广东工业大学",6,09:24:44,"01:34:32 (-3)",,"02:37:12 (-1)",,,00:57:35,00:10:10,(-2),,00:10:17,"01:34:58 (-3)",
186,"team092 长沙理工大学",6,09:31:52,00:52:18,,"04:54:46 (-5)",,,00:26:38,00:09:57,(-8),,00:11:14,01:16:59,(-2)
187,"team821 南京邮电大学",6,09:33:06,01:15:07,,"03:50:21 (-1)",,,00:55:19,00:21:47,(-4),,00:18:37,"02:11:55 (-1)",
188,"team772 上海大学",6,09:35:03,"01:43:25 (-1)",,03:53:58,,,00:49:00,"00:26:38 (-3)",,,"00:16:41 (-1)",00:45:21,
189,"team171 湖南师范大学",6,09:37:09,"01:16:32 (-1)",,03:32:39,,,"00:43:13 (-1)","00:21:32 (-1)",,,00:29:15,02:13:58,
190,"team492 中国民航大学",6,09:38:03,01:13:38,,"04:27:44 (-1)",,,00:39:33,00:15:36,(-1),,00:23:51,02:17:41,
191,"team010 山东科技大学",6,09:41:15,"01:28:28 (-1)",,(-10),,,00:30:36,"00:23:03 (-1)",03:52:23,,"00:11:32 (-1)","01:55:13 (-1)",
192,"team255 成都理工大学",6,09:41:18,"00:55:48 (-2)",,03:24:05,,,01:14:23,00:11:19,(-6),(-2),"00:23:41 (-1)",02:32:02,
193,"team856 华中科技大学",6,09:50:55,"00:54:45 (-2)",,(-6),,,01:13:32,"00:38:26 (-2)","02:06:56 (-2)",,"00:38:09 (-1)",01:59:07,
194,"team192 广东工业大学",6,09:51:52,"01:31:41 (-2)",(-1),04:20:56,,,00:35:21,00:17:27,,,00:22:09,"01:44:18 (-1)",
195,"team672 南京大学",6,09:53:42,01:15:18,,"03:36:15 (-3)",,,00:41:38,00:14:42,,,00:28:02,"01:57:47 (-2)",
196,"team212 浙江理工大学",6,10:01:20,01:35:43,,02:23:09,,,01:14:52,"00:32:40 (-2)",,,00:14:30,"02:20:26 (-3)",(-1)
197,"team752 华中师范大学",6,10:07:02,01:31:28,,04:49:19,,,00:44:56,00:17:37,,,00:24:25,02:19:17,
198,"team501 南京航空航天大学",6,10:11:40,01:11:51,,,,,00:42:42,"00:29:37 (-5)","03:12:48 (-3)",,00:19:54,01:34:48,
199,"team064 浙江工业大学",6,10:14:01,"00:58:48 (-2)",,"04:43:55 (-1)",,,01:02:32,00:30:37,,,00:15:50,01:42:19,(-2)
200,"team270 北京理工大学",6,10:14:46,"01:31:52 (-2)",,"04:36:05 (-1)",,,00:44:30,00:16:14,(-4),,00:19:01,01:47:04,
201,"team275 浙江工商大学",6,10:24:24,"02:45:57 (-2)",,03:22:40,,,00:46:11,00:12:33,(-2),,"00:09:01 (-1)","01:28:02 (-2)",(-1)
202,"team200 江西财经大学",6,10:35:26,"00:53:26 (-1)",,"04:41:05 (-1)",,,00:44:22,"00:15:59 (-1)",,,"00:11:04 (-1)","01:49:30 (-2)",
203,"team873 复旦大学",6,11:01:19,"00:25:13 (-1)",,(-7),,,00:50:58,"00:17:22 (-1)","02:11:20 (-2)",,"00:53:59 (-2)","02:42:27 (-5)",
204,"team161 山东理工大学",6,11:01:37,"04:02:07 (-3)",,"03:16:22 (-2)",,,00:26:33,00:12:29,,,00:17:24,01:06:42,
205,"team944 北京科技大学",6,11:11:34,"02:06:33 (-2)",,02:36:08,,,00:48:20,"00:27:44 (-3)",,,00:18:52,"01:13:57 (-6)",
206,"team533 电子科技大学",6,11:12:00,01:16:01,,"04:18:52 (-1)",,,"00:45:23 (-1)",00:13:40,,,"00:22:18 (-1)","01:55:46 (-4)",
207,"team666 长春理工大学",6,11:24:15,00:36:25,,"03:34:43 (-1)",,,00:35:05,"00:14:25 (-1)",,,"00:22:41 (-1)","02:40:56 (-7)",
208,"team858 华中科技大学",6,11:28:36,02:24:39,,"03:47:35 (-2)",,,00:55:23,"00:25:44 (-3)",,,00:38:18,01:36:57,
209,"team314 北京邮电大学",6,11:28:50,01:17:31,,03:59:05,,,00:56:46,"00:23:08 (-1)",,,"00:16:58 (-1)","02:55:22 (-3)",
210,"team976 天津大学",6,11:29:48,02:24:06,,04:19:05,,,01:19:31,00:15:00,,,00:18:56,"02:33:10 (-1)",
211,"team211 浙江理工大学",6,11:33:36,"02:24:44 (-4)",,03:29:38,,,00:51:44,"00:17:04 (-1)",,,00:27:30,"02:02:56 (-1)",
212,"team319 北京邮电大学",6,11:33:41,00:56:29,,"02:51:14 (-1)",,,"01:36:00 (-2)","00:35:12 (-1)",(-3),,"00:08:57 (-1)","02:45:49 (-3)",(-3)
213,"team661 北方工业大学",6,11:49:02,"01:05:58 (-4)",,"04:27:45 (-2)",,,00:29:47,00:02:19,(-12),,"00:17:24 (-1)","01:25:49 (-5)",(-2)
214,"team409 厦门双十中学",6,11:58:30,"01:51:25 (-2)",,,,,"01:32:29 (-1)","00:29:59 (-3)",(-3),,"00:23:01 (-1)","00:33:01 (-1)",04:28:35
215,"team222 大连海事大学",6,11:58:49,01:59:31,,,,,00:55:39,00:16:49,"04:31:00 (-1)",,"00:25:28 (-2)",02:50:22,
216,"team321 中国地质大学（北京）",6,12:01:06,"02:28:56 (-2)",,(-6),,,01:32:27,00:08:44,04:33:13,,"00:23:14 (-2)","01:14:32 (-1)",
217,"team1036 武汉大学",6,12:01:33,"01:38:32 (-1)",,"04:56:17 (-3)",,,00:47:21,00:18:36,,,"00:23:46 (-1)","01:57:01 (-1)",
218,"team162 山东理工大学",6,12:01:34,"01:34:39 (-2)",,"04:24:37 (-2)",,,"00:41:37 (-1)","00:32:40 (-1)",,,00:19:01,02:29:00,
219,"team699 湖南城市学院",6,12:14:13,"01:50:49 (-2)",,"02:24:01 (-1)",,,"00:38:49 (-1)","00:23:06 (-2)",(-5),,00:14:18,"02:43:10 (-6)",
220,"team879 复旦大学",6,12:16:11,"01:56:52 (-3)",,,,,00:49:33,"00:17:48 (-1)","03:31:52 (-1)",,00:22:49,"02:17:17 (-4)",(-4)
221,"team1028 广东工业大学",6,12:17:06,02:01:02,,"04:07:36 (-3)",,,00:55:45,"00:39:22 (-2)",02:29:34,,00:23:47,,(-1)
222,"team758 武汉科技大学",6,12:18:43,"03:11:41 (-3)","03:53:56 (-2)",(-3),,,00:56:00,"00:33:52 (-2)",,,00:17:36,01:05:38,(-1)
223,"team733 天津工业大学",6,12:22:11,01:35:40,,04:39:34,,,00:50:47,00:11:25,,,"00:14:45 (-1)","03:10:00 (-4)",
224,"team154 清华大学附属中学",6,12:22:39,"00:45:15 (-2)",,"02:49:11 (-2)",,,01:13:39,00:16:23,(-11),,00:20:11,"03:58:00 (-5)",(-1)
225,"team245 中国计量大学",6,12:23:44,"02:00:01 (-5)",,"04:17:34 (-4)",,,00:35:11,00:17:06,,,00:12:24,02:01:28,
226,"team740 南昌航空大学",6,12:24:10,"01:53:32 (-4)",,"02:39:44 (-1)",,,"00:58:31 (-1)","00:38:39 (-1)",,,00:22:14,"01:31:30 (-6)",
227,"team253 成都理工大学",6,12:25:47,02:24:37,,03:31:15,,,"02:06:25 (-2)",00:22:48,(-3),,00:28:35,02:52:07,
228,"team822 南京邮电大学",6,12:26:54,00:27:01,(-1),"03:33:15 (-1)",,,00:20:37,"00:29:52 (-1)",(-3),,00:24:26,"02:51:43 (-11)",(-4)
229,"team479 长沙市长郡中学",6,12:28:00,"01:15:48 (-2)",,(-11),,,00:56:35,"00:13:45 (-3)","03:33:15 (-3)",,01:09:11,"01:59:26 (-2)",
230,"team770 上海大学",6,12:29:02,"02:21:14 (-5)",,"03:29:31 (-2)",,,00:31:56,"00:11:42 (-1)",(-2),,00:29:23,"02:25:16 (-1)",
231,"team962 浙江师范大学",6,12:37:32,"01:51:02 (-1)","04:46:32 (-7)",,,,00:43:03,00:24:08,,,00:12:51,"01:39:56 (-1)",
232,"team334 南京理工大学",6,12:42:26,01:14:10,,"04:39:42 (-2)",,,00:55:37,"00:23:47 (-2)",(-5),,"00:37:04 (-1)","02:32:06 (-2)",
233,"team325 中国地质大学（北京）",6,12:47:34,01:07:09,,"04:40:49 (-1)",,,00:38:09,"00:21:37 (-3)",,,"00:11:24 (-1)","02:08:26 (-6)",
234,"team974 天津大学",6,12:47:40,"02:27:46 (-2)",,"04:50:54 (-3)",,,01:16:41,00:19:27,,,00:14:04,"01:38:48 (-1)",(-2)
235,"team757 长春理工大学",6,12:48:37,01:15:16,(-17),"04:44:55 (-3)",,,01:00:25,"00:37:46 (-2)",,,00:14:23,"02:35:52 (-2)",
236,"team812 重庆市育才中学",6,12:48:53,01:15:55,(-7),"02:59:39 (-2)",,,"01:14:53 (-3)","00:16:01 (-1)",(-1),,00:17:38,"01:44:47 (-9)",(-15)
237,"team965 浙江师范大学",6,12:49:31,01:17:48,,"04:38:43 (-4)",,,00:55:27,"00:16:51 (-1)",,,00:23:49,"02:56:53 (-2)",
238,"team497 中国民航大学",6,12:51:00,"02:33:39 (-1)",,"04:49:31 (-3)",,,01:12:23,00:12:57,,,"00:12:37 (-1)","01:49:53 (-1)",
239,"team271 北京理工大学",6,12:53:25,"02:20:33 (-2)",,,,,01:00:38,00:33:28,"03:05:45 (-5)",,00:26:40,"02:06:21 (-3)",
240,"team854 华中科技大学",6,12:59:28,"02:29:03 (-2)",,03:27:21,,,"01:11:10 (-1)",00:21:27,,,00:17:09,"02:33:18 (-5)",
241,"team704 中南大学",6,13:00:15,"01:22:21 (-1)",,03:03:49,,,01:01:14,"00:20:08 (-3)",(-5),,00:08:37,"03:44:06 (-6)",
242,"team632 南阳理工学院",6,13:00:46,"02:14:36 (-5)",,04:10:25,,,00:40:18,00:11:49,,,00:19:21,03:44:17,
243,"team252 成都理工大学",6,13:03:09,01:44:38,,03:45:41,,,01:07:05,"00:27:20 (-1)",,,"00:50:47 (-3)","02:47:38 (-3)",
244,"team335 天津理工大学",6,13:08:45,"01:09:31 (-3)",,(-13),,,"01:16:31 (-2)","00:13:18 (-1)",04:44:09,,"00:29:31 (-2)","01:55:45 (-2)",
245,"team229 天津仁爱学院",6,13:09:58,"01:56:50 (-3)",,"04:33:05 (-3)",,,01:13:40,00:16:51,,,"00:23:13 (-2)","01:26:19 (-2)",
246,"team214 浙江理工大学",6,13:11:10,00:57:24,,04:12:28,,,00:47:25,00:16:56,,,00:06:56,"04:50:01 (-6)",
247,"team068 浙江工业大学",6,13:13:23,"02:12:45 (-2)",,04:28:31,,,"00:54:53 (-1)","00:28:04 (-1)",,,"00:20:36 (-1)","02:08:34 (-3)",
248,"team009 哈尔滨理工大学荣成校区",6,13:13:53,"00:53:46 (-1)",,04:12:42,,,01:32:50,"00:11:58 (-1)",,(-1),00:16:54,"04:05:43 (-4)",
249,"team644 南京信息工程大学",6,13:14:35,"01:40:23 (-1)",,"04:07:15 (-1)",,,01:10:49,"00:29:33 (-1)",,,"00:14:51 (-2)","03:11:44 (-2)",
250,"team400 安徽大学",6,13:15:52,"04:52:59 (-3)",,01:40:19,,,02:31:54,"00:26:51 (-1)",,,00:15:07,"01:28:42 (-2)",
251,"team559 上海师范大学",6,13:25:03,"02:37:18 (-5)",,03:35:43,,,02:19:28,"00:10:07 (-1)",,,"00:17:51 (-1)","01:04:36 (-3)",
252,"team166 北京林业大学",6,13:32:19,"03:44:58 (-7)",,"04:08:58 (-1)",,(-1),00:29:02,00:15:28,(-5),,00:20:50,01:53:03,
253,"team651 西南科技大学",6,13:33:26,"02:12:00 (-9)",,01:15:32,,,"01:48:16 (-2)","00:24:30 (-6)",,,00:11:50,02:01:18,
254,"team420 湘潭大学",6,13:40:23,"02:19:09 (-3)",,"04:46:41 (-4)",,,"00:45:02 (-1)",00:13:23,(-9),,00:21:52,02:34:16,
255,"team650 西南科技大学",6,13:45:20,"02:11:26 (-1)",,"04:29:37 (-2)",,,02:06:44,00:13:38,,,00:19:40,03:24:15,
256,"team514 浙江科技大学",6,13:47:46,"02:05:26 (-2)",,04:03:18,,,01:30:34,"00:37:56 (-6)",,,00:23:03,02:27:29,
257,"team960 浙江师范大学",6,13:53:47,00:40:15,,"03:53:30 (-18)",,,00:53:52,"00:24:50 (-1)",(-1),,"00:17:50 (-1)",01:03:30,
258,"team484 华南理工大学",6,13:59:54,01:28:32,,(-2),,,01:12:02,00:18:06,"02:58:04 (-4)",,"00:50:09 (-3)","04:13:01 (-2)",
259,"team601 郑州轻工业大学",6,14:03:32,"01:55:13 (-1)",,04:30:30,,,"02:45:37 (-2)",00:11:36,,,00:15:08,03:25:28,
260,"team1033 香港大学",6,14:03:45,02:21:28,,"04:23:46 (-2)",,,01:01:43,"01:20:25 (-1)",,,"01:26:39 (-1)","01:49:44 (-1)",
261,"team339 北京信息科技大学",6,14:07:27,"01:30:57 (-3)",,04:22:47,,,01:03:40,"00:39:52 (-2)",,,"00:50:00 (-1)","02:20:11 (-4)",(-5)
262,"team175 莆田学院",6,14:10:17,"01:49:43 (-1)",,"04:59:15 (-8)",,,00:39:53,"00:31:15 (-1)",,,00:08:57,"02:21:14 (-1)",
263,"team146 武汉大学",6,14:14:17,"04:12:29 (-6)",,"03:20:27 (-1)",,,"00:59:38 (-2)","00:12:02 (-1)",,,00:15:23,"01:34:18 (-1)",
264,"team056 东北大学",6,14:17:15,"02:19:16 (-3)",,(-1),,,01:25:35,00:11:36,"04:06:51 (-3)",,"00:29:22 (-2)","01:24:35 (-5)",(-5)
265,"team910 广西大学",6,14:19:24,02:48:35,,04:37:48,,,01:35:49,"00:38:26 (-4)",,,"00:13:02 (-1)","02:25:44 (-1)",
266,"team846 重庆移通学院",6,14:22:17,"01:47:14 (-1)",,04:10:18,,,01:22:53,00:09:52,,,00:17:07,"04:14:53 (-6)",
267,"team791 香港科技大学（广州）",6,14:23:28,00:38:56,,04:13:59,,,"02:18:59 (-1)","00:45:53 (-1)",,,00:58:48,04:46:53,
268,"team284 宁波大学",6,14:23:33,"02:11:43 (-4)",,"03:28:55 (-2)",,,"01:16:20 (-1)",00:14:59,(-2),,00:09:13,04:42:23,
269,"team824 南京邮电大学",6,14:31:03,"01:48:26 (-2)",,03:48:45,,,01:13:10,"00:48:56 (-4)",,,"00:26:29 (-2)","03:05:17 (-2)",
270,"team1025 贵州大学",6,14:35:38,"02:02:18 (-1)",,"04:01:27 (-12)",,,00:45:31,"00:27:30 (-3)",,,00:24:32,01:34:20,
271,"team082 东北师范大学",6,15:02:55,"02:44:27 (-3)",,04:29:39,,,01:00:41,"00:34:42 (-1)",,,"00:43:42 (-2)",03:29:44,
272,"team347 南京大学",6,15:06:57,03:39:59,,03:35:55,,,"02:12:01 (-8)",00:28:39,(-3),,00:14:50,"01:35:33 (-2)",
273,"team877 复旦大学",6,15:15:19,"02:56:10 (-2)","03:51:18 (-4)",,,,00:45:06,"00:27:51 (-2)",(-4),,00:50:38,"03:04:16 (-2)",
274,"team396 安徽大学",6,15:15:58,"02:18:32 (-1)",,,,,"02:01:38 (-2)",00:11:00,,,"00:31:47 (-1)","02:53:14 (-5)",04:19:47
275,"team266 北京理工大学",6,15:18:54,"02:15:17 (-2)",,"04:03:50 (-7)",,,"01:28:00 (-4)","00:44:40 (-2)",(-3),,"00:52:46 (-1)",00:34:21,
276,"team311 北京邮电大学",6,15:20:29,"03:00:36 (-3)",,"04:59:32 (-4)",,,00:56:37,"00:26:30 (-1)",,,00:18:22,"01:58:52 (-3)",(-11)
277,"team169 武汉大学",6,15:23:54,"01:48:28 (-2)",,"04:43:49 (-3)",,,00:51:25,"00:17:17 (-1)",,,"00:32:08 (-4)","02:30:47 (-4)",
278,"team075 西北农林科技大学",6,15:30:19,"02:14:40 (-5)",,03:34:54,,,01:04:03,"00:39:06 (-1)",,,"00:52:28 (-2)",04:25:08,
279,"team785 浙江财经大学",6,15:37:28,"02:16:37 (-2)",,04:43:21,,,01:54:38,00:16:57,,,00:26:05,"04:19:50 (-3)",
280,"team208 苏州大学",6,15:38:01,00:55:34,,"04:49:03 (-2)",,,"00:42:03 (-1)","00:17:05 (-3)",,,00:13:05,"03:41:11 (-9)",
281,"team282 宁波大学",6,15:43:44,"01:39:38 (-3)",,"04:12:14 (-1)",,,"01:26:04 (-1)","00:20:24 (-1)",,,00:13:45,"04:31:39 (-4)",
282,"team031 中国传媒大学",6,15:44:30,"02:27:25 (-1)",,"03:24:32 (-1)",,,"01:45:30 (-1)","00:57:59 (-3)",(-2),(-1),00:27:27,"03:41:37 (-3)",
283,"team310 北京邮电大学",6,15:45:41,"04:33:11 (-10)",,"04:04:53 (-1)",,,01:02:30,00:12:13,(-3),,00:18:11,01:54:43,
284,"team909 河南农业大学",6,15:48:56,"02:42:32 (-10)",,"04:57:15 (-3)",,,01:23:33,"00:20:23 (-2)",,,"00:09:18 (-1)",00:55:55,
285,"team323 中国地质大学（北京）",6,15:50:07,"04:20:26 (-3)",,"04:03:34 (-1)",,,"01:32:50 (-1)",00:10:36,,,00:16:54,03:45:47,
286,"team485 江西理工大学",6,15:51:05,"01:40:58 (-5)",,"04:33:24 (-5)",,,00:41:58,"00:44:25 (-3)",(-1),,00:12:43,"02:17:37 (-4)",
287,"team842 南京大学",6,15:56:28,01:32:09,,"04:28:36 (-3)",,,"01:09:35 (-2)","01:15:46 (-2)",03:57:12,,"00:33:10 (-2)",(-15),
288,"team869 香港大学",6,16:01:52,(-2),,02:52:17,,,02:44:46,"02:02:01 (-2)",03:30:49,,01:38:40,"01:53:19 (-2)",
289,"team565 重庆大学",6,16:05:23,"03:23:30 (-3)",(-2),04:17:41,,,01:23:35,"00:35:27 (-3)",(-1),,"00:35:33 (-2)","02:29:37 (-2)",
290,"team544 哈尔滨工业大学（威海）",6,16:06:04,"02:32:23 (-2)",,"03:22:07 (-3)",,,"02:02:03 (-1)","01:13:43 (-1)",,,00:57:24,"03:18:24 (-1)",(-6)
291,"team552 清华大学",6,16:06:48,"02:52:25 (-1)",,,,,01:23:25,00:57:24,"04:38:06 (-4)",,01:06:43,"02:08:45 (-4)",
292,"team336 武汉大学",6,16:11:19,"01:33:27 (-1)",,"04:34:50 (-2)",,,01:37:54,"00:26:55 (-3)",,,"00:46:09 (-3)","03:12:04 (-3)",
293,"team653 武汉商学院",6,16:11:54,02:03:49,,04:54:10,,,00:45:29,"00:22:17 (-1)",,,"00:16:55 (-6)","03:29:14 (-6)",
294,"team281 宁波大学",6,16:11:57,"03:46:06 (-3)",,"04:56:39 (-2)",,,"00:35:34 (-1)","00:15:15 (-1)",,,00:14:25,"02:43:58 (-4)",
295,"team058 东北大学",6,16:15:23,"01:38:08 (-5)",,"04:59:10 (-3)",,,"00:54:15 (-1)","00:23:12 (-2)",,,"00:31:45 (-4)","02:08:53 (-2)",
296,"team443 杭州师范大学",6,16:15:45,"02:54:47 (-4)",,04:55:53,,,"01:10:59 (-1)",00:17:25,,,00:08:56,"03:07:45 (-6)",
297,"team315 北京邮电大学",6,16:18:44,"02:21:23 (-1)",,02:59:21,,,00:53:00,"01:06:37 (-4)",(-2),,00:16:26,"03:41:57 (-10)",
298,"team348 南京大学",6,16:19:56,"01:27:28 (-1)",,"02:32:14 (-1)",,,"03:08:17 (-1)",01:03:35,(-4),,"01:17:52 (-1)","04:10:30 (-4)",(-4)
299,"team963 浙江师范大学",6,16:24:11,01:47:46,,(-1),,,01:11:45,"00:33:17 (-4)",04:13:43,,"01:03:05 (-3)","02:54:35 (-7)",
300,"team490 山东省烟台市第二中学",6,16:32:37,"01:16:36 (-2)",,(-2),,,00:58:04,"00:46:35 (-1)",,,"00:38:26 (-1)","03:15:14 (-7)","03:57:42 (-6)"
301,"team968 香港科技大学（广州）",6,16:34:19,"01:23:01 (-5)",,"03:43:48 (-9)",,(-1),00:46:43,"00:14:00 (-2)",(-5),,01:57:49,03:08:58,
302,"team461 中南民族大学",6,16:36:04,"02:25:29 (-3)",,04:14:03,,,00:53:13,"00:34:54 (-4)",,,00:10:48,"03:57:37 (-6)",
303,"team044 阜阳师范大学",6,16:37:55,"02:57:23 (-7)",,"04:47:23 (-1)",,,"01:11:28 (-1)",00:22:30,(-1),,"00:27:04 (-1)","02:32:07 (-3)",
304,"team312 北京邮电大学",6,16:45:59,02:21:12,,(-1),,,"02:07:29 (-3)","00:27:31 (-1)","04:50:57 (-3)",,"00:21:43 (-1)","03:17:07 (-2)",
305,"team428 中国矿业大学",6,16:48:54,"01:53:40 (-1)",,"03:57:54 (-4)",,,"02:47:45 (-5)","00:53:14 (-1)",,(-2),"00:22:19 (-1)","01:34:02 (-4)",
306,"team148 合肥工业大学宣城校区",6,17:02:54,"01:30:14 (-1)",,"04:51:38 (-1)",,,00:49:23,"00:24:41 (-1)",(-4),,"00:42:30 (-3)","03:04:28 (-11)",
307,"team667 长春理工大学",6,17:02:54,"02:58:06 (-4)",,04:18:19,,,"02:39:09 (-9)","00:15:57 (-2)",,,"00:13:50 (-1)",01:17:33,
