Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
27,"team170 湖南师范大学",8,12:32:03,"01:07:55 (-2)",(-8),02:20:24,,,00:34:02,"00:17:09 (-1)","03:24:26 (-2)",,00:19:35,00:58:00,01:50:32
28,"team061 浙江工业大学",8,12:39:13,00:15:50,(-2),01:10:32,,,00:34:21,"00:44:00 (-2)",02:09:24,,00:20:33,"01:49:29 (-2)","03:55:04 (-1)"
29,"team551 清华大学",8,12:41:45,"02:05:51 (-1)",03:10:05,"03:05:37 (-1)",,,00:33:17,00:12:24,01:47:01,,"00:08:01 (-1)",00:39:29,(-1)
30,"team535 电子科技大学",8,13:03:40,00:54:58,"03:12:20 (-3)","01:21:18 (-1)",,,"00:41:31 (-1)","00:23:42 (-1)",03:04:34,,00:14:30,01:10:47,
31,"team333 同济大学",8,14:00:40,00:57:05,"01:53:40 (-1)","04:18:03 (-2)",,,00:22:04,"00:07:46 (-1)",02:44:29,,"00:21:10 (-4)",00:36:23,
32,"team778 西安交通大学",8,14:01:23,"01:47:56 (-5)","01:35:24 (-1)",00:43:40,,,00:28:35,"00:13:02 (-1)","03:39:23 (-7)",,00:18:07,00:35:16,
33,"team297 南方科技大学",8,14:45:41,"01:01:29 (-1)",02:29:16,02:00:14,,,00:35:09,"00:13:27 (-1)","04:33:19 (-1)",,"00:47:03 (-2)","00:45:44 (-2)",(-1)
34,"team880 复旦大学",8,14:51:37,00:58:30,"02:10:05 (-1)",03:46:44,,,00:46:50,00:19:27,02:45:44,,"00:36:23 (-2)","01:27:54 (-3)",
35,"team619 绍兴一中",8,14:55:28,"01:01:25 (-4)",03:02:36,"03:35:40 (-6)",,,00:18:10,"00:08:28 (-1)",02:30:52,,00:13:31,00:24:46,(-2)
36,"team851 华中科技大学",8,14:59:37,"00:58:27 (-1)","04:33:14 (-1)",02:39:34,,,00:27:25,00:10:47,"02:41:30 (-1)",,"00:19:37 (-2)","01:09:03 (-1)",(-8)
37,"team691 华东师范大学",8,15:28:47,00:48:13,,"02:52:34 (-2)",,(-1),00:35:29,00:16:30,"04:29:07 (-1)",,00:21:12,01:19:23,"02:46:19 (-3)"
38,"team295 南方科技大学",8,15:38:21,00:38:55,03:46:04,02:26:22,,,00:20:02,"00:19:34 (-2)","02:29:10 (-2)",,00:09:11,"02:49:03 (-4)",
39,"team802 哈尔滨工业大学",8,15:50:34,00:55:10,"03:31:20 (-2)",01:48:51,,,00:34:54,"00:38:47 (-6)","02:18:50 (-4)",,"00:16:26 (-2)",01:06:16,(-4)
40,"team263 北京理工大学",8,15:51:05,"01:22:30 (-2)",(-4),02:31:39,,,00:36:34,"00:19:06 (-1)",03:13:41,,00:26:33,"01:26:59 (-2)",04:14:03
41,"team553 清华大学",8,15:53:07,00:37:27,"04:38:10 (-1)",03:31:08,,,00:48:39,"00:15:38 (-1)",02:19:58,,00:16:01,"01:46:06 (-3)",(-4)
42,"team303 北京邮电大学",8,15:56:59,"01:29:48 (-2)","03:59:26 (-4)",01:20:25,,,00:37:59,00:10:41,"02:38:29 (-3)",,"00:18:29 (-1)",02:01:42,(-2)
43,"team617 绍兴一中",8,16:21:34,01:28:39,"04:23:34 (-2)","02:29:22 (-1)",,,"00:30:42 (-1)",00:15:22,03:35:26,,00:21:18,"00:57:11 (-3)",
44,"team414 深圳中学",8,16:29:17,"01:23:59 (-3)",,"04:32:45 (-2)",,,00:29:14,00:19:51,"02:48:24 (-3)",,"00:10:04 (-1)",01:03:23,"02:01:37 (-2)"
45,"team534 电子科技大学",8,16:31:27,01:16:34,"04:35:25 (-1)",02:24:45,,,00:54:22,"00:30:55 (-3)","03:52:32 (-1)",,00:31:29,00:45:25,
46,"team970 天津大学",8,16:42:31,"01:53:46 (-3)","03:54:18 (-6)",01:10:13,,,01:01:39,00:22:42,03:58:23,,00:06:13,"00:35:17 (-2)",(-2)
47,"team717 吉林大学",8,16:45:10,"01:09:08 (-3)",(-7),01:39:39,,,00:47:12,"00:35:38 (-6)",03:43:44,,"00:14:51 (-2)","02:12:12 (-1)",02:22:46
48,"team264 北京理工大学",8,16:56:36,01:13:57,03:59:11,"03:25:19 (-3)",,,01:03:02,"00:23:01 (-2)","02:43:41 (-4)",,00:20:45,"00:27:40 (-1)",
49,"team936 东北大学秦皇岛分校",8,17:26:10,"00:43:03 (-5)",,"04:18:53 (-5)",,,00:52:21,"00:12:22 (-1)","02:05:06 (-1)",,00:12:08,00:59:41,"03:42:36 (-1)"
50,"team598 温州中学",8,17:31:05,"00:52:08 (-1)",(-8),"04:36:48 (-4)",,,00:36:01,"00:20:06 (-1)","01:48:30 (-2)",,"00:19:29 (-1)","01:25:05 (-2)","02:12:58 (-5)"
51,"team304 北京邮电大学",8,17:42:20,"02:12:41 (-4)","04:48:02 (-4)","02:22:42 (-2)",,,00:22:03,"00:10:58 (-1)",03:00:06,,00:07:09,"00:38:39 (-1)",
52,"team872 复旦大学",8,17:58:18,"01:03:16 (-1)","04:48:57 (-2)","04:10:10 (-2)",,,"00:36:09 (-1)",00:12:48,"02:34:13 (-1)",,00:16:23,01:56:22,
53,"team370 浙大城市学院",8,18:07:11,00:52:40,"04:54:06 (-2)","04:09:04 (-2)",,,00:37:45,00:21:56,"03:17:58 (-2)",,00:14:24,01:39:18,
54,"team790 香港科技大学（广州）",8,18:27:30,01:13:39,"04:48:46 (-3)","02:55:49 (-1)",,,00:32:16,"00:15:49 (-1)","04:19:06 (-1)",,"00:21:33 (-1)",01:40:32,
55,"team369 长沙市雅礼中学",8,18:49:06,"01:20:33 (-2)","03:56:47 (-3)",(-1),,,00:29:02,"00:12:53 (-1)","03:41:44 (-1)",,"00:14:04 (-1)","00:57:08 (-3)","02:36:55 (-5)"
56,"team883 复旦大学",8,19:15:18,01:09:14,,"02:23:17 (-3)",,,00:38:49,00:17:28,"03:23:16 (-7)",,"00:23:58 (-1)",01:31:45,"04:27:31 (-4)"
57,"team843 四川省成都市第七中学",8,19:15:35,01:16:48,,02:49:57,,,"00:39:05 (-1)","00:55:23 (-3)","04:31:32 (-2)",,"00:22:51 (-1)","01:05:00 (-1)","04:14:59 (-2)"
58,"team871 复旦大学",8,19:15:59,"02:18:12 (-4)","04:39:20 (-3)",02:34:25,,,00:36:36,"00:16:58 (-1)","03:31:17 (-1)",,00:22:04,"01:37:07 (-1)",
59,"team678 南京大学",8,19:17:25,01:14:52,,"03:25:17 (-6)",,,00:42:53,00:26:07,"03:44:25 (-2)",,00:11:22,"00:50:07 (-1)","04:22:22 (-4)"
60,"team572 深圳中学",8,19:36:34,"01:30:45 (-6)",,"04:25:15 (-3)",,,00:24:17,"00:11:48 (-1)","04:11:03 (-3)",,"00:12:52 (-2)",01:01:02,02:39:32
61,"team878 复旦大学",8,20:25:45,"01:22:44 (-1)",,"03:11:49 (-1)",,,01:08:37,"00:31:43 (-1)","04:24:43 (-3)",,00:16:42,02:07:42,"04:21:45 (-3)"
62,"team300 南方科技大学",8,20:43:09,"03:16:00 (-2)",(-11),"02:20:52 (-1)",,,"01:19:30 (-3)","00:14:32 (-1)","04:27:46 (-1)",,00:07:11,"02:36:35 (-3)",02:40:43
63,"team939 福建师范大学",8,20:46:46,"01:00:09 (-1)",04:29:16,"03:11:08 (-6)",,,00:30:59,"00:13:04 (-4)","03:49:09 (-2)",,00:12:49,"01:40:12 (-4)",(-2)
64,"team141 上海理工大学",8,20:55:21,01:13:58,"03:51:00 (-4)","03:15:06 (-4)",,,01:15:33,"00:59:41 (-2)","04:30:34 (-4)",(-1),"00:08:01 (-1)",00:41:28,(-8)
65,"team272 北京理工大学",8,21:22:06,"02:39:27 (-4)",04:51:05,"03:17:09 (-1)",,,"01:17:19 (-1)","00:26:20 (-2)",04:41:57,,"00:17:20 (-1)",00:51:29,
66,"team391 湖南大学",8,21:40:32,00:40:40,"04:43:59 (-4)","03:47:15 (-3)",,,00:50:48,"00:11:34 (-1)","03:55:38 (-1)",,00:16:57,"02:33:41 (-5)",
67,"team142 浙江万里学院",8,22:56:57,00:58:41,"04:47:36 (-9)",(-3),,,00:58:09,00:35:42,"04:19:54 (-9)",,00:20:34,"01:15:30 (-1)","02:40:51 (-2)"
68,"team446 西安电子科技大学",8,22:58:06,"01:19:20 (-1)","04:24:26 (-1)","04:48:51 (-2)",,,00:33:53,"00:24:20 (-3)","04:38:01 (-4)",,"00:36:08 (-2)",01:53:07,(-1)
69,"team1031 金陵中学河西分校",8,23:47:09,"02:29:19 (-7)",03:12:19,"02:26:34 (-3)",,,00:43:32,00:27:24,"04:16:33 (-2)",,"00:35:02 (-3)","01:36:26 (-9)",(-6)
70,"team103 南京外国语学校",8,25:32:05,02:11:38,04:42:08,01:40:41,,,03:01:51,02:47:13,,"02:37:27 (-6)",00:36:01,"03:55:06 (-6)",(-1)
71,"team109 南京外国语学校",8,31:04:43,"03:36:44 (-1)",(-5),"02:26:02 (-2)",,,00:27:40,"00:12:49 (-1)","04:21:38 (-1)",,"00:20:19 (-1)","03:24:44 (-10)","04:34:47 (-19)"
72,"team739 上海市曹杨第二中学",7,08:05:48,"01:39:08 (-2)",(-1),02:42:45,(-1),,00:48:50,"00:14:31 (-1)",(-5),,00:13:55,00:45:59,00:40:40
73,"team702 中南大学",7,08:25:32,00:18:12,,01:51:18,,,00:36:13,00:19:40,03:53:30,,00:22:10,01:04:29,
74,"team750 南京理工大学",7,08:39:11,"00:40:20 (-1)",,01:21:28,,,00:50:29,00:22:47,02:41:17,,00:15:29,"01:27:21 (-2)",(-4)
75,"team571 深圳中学",7,08:40:57,00:48:29,,02:41:48,,,00:27:46,00:14:42,01:51:36,,"00:14:38 (-1)","01:01:58 (-3)",(-1)
76,"team906 大连理工大学",7,09:29:43,"01:00:38 (-1)",,01:34:47,,,01:16:07,00:27:19,03:17:12,,00:14:53,"00:58:47 (-1)",(-4)
77,"team801 哈尔滨工业大学",7,09:59:39,00:47:31,,"02:11:30 (-1)",,,00:41:35,"00:15:34 (-1)",04:15:38,,00:15:10,00:52:41,(-1)
78,"team307 北京邮电大学",7,10:20:06,"00:35:47 (-1)",(-8),02:33:29,,,"00:25:04 (-1)","00:09:12 (-1)",02:38:44,,"00:15:53 (-1)","01:01:57 (-4)",(-1)
79,"team532 电子科技大学",7,11:31:13,"02:32:38 (-3)",(-4),01:57:46,,,00:52:27,00:16:33,03:34:49,,00:09:11,01:07:49,(-1)
80,"team052 东北大学",7,11:41:12,01:28:12,(-2),01:49:56,,,00:40:53,"00:26:40 (-2)",03:24:35,,"00:25:57 (-1)","01:24:59 (-3)",
81,"team558 上海师范大学",7,11:57:00,00:54:27,,02:16:24,,,01:25:47,"00:27:55 (-2)","03:52:30 (-3)",,00:10:04,01:09:53,(-8)
82,"team723 西安电子科技大学",7,11:57:46,"00:44:25 (-2)",(-8),"02:46:06 (-2)",,,00:43:12,00:18:26,04:19:23,,00:29:17,01:16:57,
83,"team313 北京邮电大学",7,11:58:26,01:06:33,(-7),"04:18:08 (-3)",,,00:32:34,"00:20:43 (-1)",02:57:53,,00:11:23,01:11:12,
84,"team481 华南理工大学",7,12:02:50,00:20:34,(-3),"04:41:27 (-5)",,,"00:28:33 (-1)","00:13:10 (-2)",02:20:37,,00:06:11,"00:52:18 (-1)",
85,"team754 华中师范大学",7,12:03:28,01:24:12,,02:07:34,,,00:50:05,00:12:55,04:25:07,,00:17:15,02:46:20,
86,"team876 复旦大学",7,12:05:37,"02:02:27 (-1)",,03:30:35,,,00:33:14,00:12:47,03:54:25,,00:16:58,01:15:11,
87,"team268 北京理工大学",7,12:07:13,00:46:27,,"02:13:54 (-1)",,,"00:39:15 (-1)",00:17:41,"03:18:36 (-1)",,"00:12:51 (-1)","01:38:29 (-5)",
88,"team065 浙江工业大学",7,12:09:34,"01:20:54 (-1)",,"02:08:25 (-2)",,,00:40:30,00:12:17,03:39:33,,00:21:55,"02:26:00 (-1)",
89,"team316 北京邮电大学",7,12:21:04,01:39:57,,02:41:33,,,01:24:13,00:10:23,"04:06:40 (-2)",,00:16:11,01:22:07,(-4)
90,"team131 浙大宁波理工学院",7,12:34:25,01:47:13,,02:36:00,,,"00:56:08 (-1)","00:18:22 (-1)",,,00:06:53,01:25:19,"04:04:30 (-2)"
91,"team448 西安电子科技大学",7,12:36:05,"01:09:01 (-2)",,"01:24:51 (-1)",,,00:31:43,00:09:29,"04:19:55 (-4)",,00:19:10,"02:01:56 (-1)",(-2)
92,"team759 武汉大学",7,12:49:26,"01:24:19 (-2)",,02:01:50,,,00:46:06,"00:15:53 (-1)","03:47:11 (-6)",,00:14:37,01:19:30,(-2)
93,"team813 重庆市育才中学",7,12:53:50,"02:01:37 (-6)",,00:27:08,,,00:43:57,"00:11:13 (-1)","04:47:23 (-4)",,00:09:28,00:53:04,(-2)
94,"team441 杭州师范大学",7,12:54:45,"01:33:15 (-1)",,02:50:19,,,00:55:48,00:29:33,"04:02:29 (-2)",,00:16:45,"01:26:36 (-1)",
95,"team715 吉林大学",7,13:01:32,01:27:56,03:51:58,,,,01:04:36,"00:59:57 (-1)","02:50:31 (-4)",,00:19:41,00:46:53,
96,"team577 南京理工大学",7,13:05:38,"02:07:43 (-3)",,"01:36:27 (-2)",,,00:31:34,00:21:58,04:00:19,,00:11:57,02:35:40,
97,"team536 电子科技大学",7,13:06:53,"00:47:17 (-3)",(-1),"02:34:51 (-2)",,,00:38:00,"00:16:24 (-1)","04:14:49 (-2)",,00:17:04,"01:18:28 (-1)",(-4)
98,"team111 南京外国语学校",7,13:08:37,"03:39:08 (-4)",(-17),01:17:22,,,00:36:09,"00:22:08 (-4)",,,"00:38:56 (-1)",01:33:36,02:01:18
99,"team505 南京航空航天大学",7,13:18:02,00:57:35,,02:16:21,,,"01:32:57 (-3)","00:16:45 (-1)",04:06:56,,00:29:07,02:18:21,
100,"team301 北京邮电大学",7,13:18:06,"01:11:08 (-1)",,02:42:17,,,00:44:14,00:21:13,"04:51:31 (-3)",,"00:31:56 (-2)",00:55:47,
101,"team675 南京大学",7,13:18:39,01:12:27,,"04:39:22 (-1)",,,00:40:33,"00:11:09 (-1)","03:26:34 (-2)",,00:09:07,"00:59:27 (-2)",(-1)
102,"team881 复旦大学",7,13:22:28,01:14:36,(-1),03:26:47,,,00:35:10,"00:18:47 (-1)","04:53:04 (-3)",,"00:20:42 (-1)",00:53:22,
103,"team853 华中科技大学",7,13:29:02,"01:35:30 (-4)",(-2),"03:59:12 (-1)",,,00:34:31,"00:18:30 (-1)",02:59:50,,00:11:55,01:49:34,(-1)
104,"team296 南方科技大学",7,13:29:29,01:11:42,"02:57:57 (-5)",,,,01:29:21,00:21:38,"03:46:55 (-2)",,00:13:00,01:08:56,
105,"team221 大连海事大学",7,13:30:00,01:26:52,,04:07:39,,,00:54:08,"00:36:04 (-1)",03:12:00,,00:43:18,02:09:59,
106,"team993 东南大学",7,13:32:08,00:39:55,(-4),"01:53:46 (-1)",,,"00:40:01 (-1)","00:18:16 (-4)","02:53:27 (-3)",,"00:11:45 (-1)","01:34:58 (-6)",(-2)
107,"team725 西安电子科技大学",7,13:34:11,"01:24:48 (-2)","04:47:16 (-5)",(-5),,,00:27:37,"00:22:14 (-1)",01:54:45,,"00:13:34 (-1)",01:23:57,
108,"team454 北京化工大学",7,13:55:49,"00:42:38 (-1)",,"02:41:08 (-3)",,,"00:28:55 (-1)","00:14:26 (-1)","04:39:33 (-5)",,00:09:23,01:19:46,(-1)
109,"team638 厦门理工学院",7,13:58:31,00:14:24,,(-16),,,00:53:11,00:22:40,"03:49:53 (-2)",,"00:37:43 (-1)","01:12:36 (-3)",04:48:04
110,"team190 广东工业大学",7,14:03:36,"00:47:31 (-1)",,01:45:22,,,00:38:53,00:08:40,"04:08:24 (-7)",,"00:14:54 (-1)","02:19:52 (-3)",
111,"team185 广东工业大学",7,14:22:21,"00:30:11 (-1)",,02:58:55,,,01:19:47,"01:08:52 (-3)",03:56:51,,00:10:14,"02:17:31 (-2)",
112,"team511 浙江科技大学",7,14:34:14,"01:14:09 (-1)",,"03:46:43 (-1)",,,"01:00:01 (-1)","00:22:37 (-2)",04:44:25,,00:08:55,01:37:24,
113,"team063 浙江工业大学",7,14:36:34,00:37:10,(-2),"04:44:33 (-2)",,,00:51:50,"00:34:24 (-1)","03:21:30 (-3)",,"00:27:23 (-1)",01:39:44,
114,"team874 复旦大学",7,14:46:10,"02:29:51 (-2)",04:39:25,,,,01:10:16,00:15:51,02:25:28,,"00:29:27 (-1)","01:55:52 (-1)",
115,"team775 西安交通大学",7,14:48:56,"01:33:32 (-2)",,"04:13:19 (-2)",,,00:30:45,"00:13:08 (-1)","04:00:11 (-1)",,"00:19:03 (-1)","00:58:58 (-2)",(-1)
116,"team259 南京理工大学",7,14:50:09,"02:46:18 (-2)",,02:26:11,,,00:48:28,"00:18:11 (-1)","03:41:38 (-2)",,00:21:17,"02:08:06 (-2)",(-6)
117,"team382 华南师范大学附属中学",7,14:52:14,01:24:48,,"04:10:03 (-4)",,,00:56:11,00:10:46,(-12),,00:16:50,01:23:36,"03:30:00 (-5)"
118,"team676 南京大学",7,14:58:33,01:23:54,,02:12:15,,,"01:20:21 (-4)",00:16:35,04:08:21,,00:14:17,"03:22:50 (-2)",(-2)
119,"team091 长沙理工大学",7,15:02:00,01:10:35,,"03:34:58 (-2)",,,"00:35:34 (-1)","00:30:39 (-4)",04:48:48,,00:17:26,01:44:00,(-4)
120,"team332 同济大学",7,15:07:22,01:46:25,,"01:02:07 (-1)",,,01:19:21,"00:36:16 (-5)","04:55:38 (-3)",,00:21:34,02:06:01,(-9)
121,"team903 北京大学",7,15:16:09,01:21:47,,"04:02:48 (-4)",,,00:33:00,"00:17:43 (-2)","04:27:42 (-1)",,00:23:39,"01:09:30 (-2)",
122,"team814 重庆市育才中学",7,15:43:17,"01:34:04 (-2)",,"04:12:44 (-7)",,,00:35:48,"00:07:52 (-1)",(-1),,"00:11:43 (-1)","00:39:03 (-1)","02:02:03 (-7)"
123,"team153 清华大学附属中学",7,15:45:28,02:00:42,,04:06:23,,,00:46:24,"00:52:44 (-1)","04:55:12 (-1)",,00:25:51,"01:38:12 (-1)",(-4)
124,"team680 南京大学",7,15:47:54,"01:32:48 (-5)",,03:02:34,,,00:40:35,"00:30:02 (-3)","04:23:08 (-5)",,00:12:06,01:06:41,
125,"team964 浙江师范大学",7,15:58:36,01:14:33,,04:11:05,,,01:20:09,00:08:38,04:38:44,,"00:12:27 (-1)","02:53:00 (-3)",
126,"team537 电子科技大学",7,16:06:13,00:42:12,"04:31:05 (-1)","04:46:17 (-3)",,,00:54:23,"00:11:18 (-1)",,,"00:18:11 (-2)","01:42:47 (-2)",
127,"team990 山东大学",7,16:07:36,"00:46:03 (-2)",03:58:58,"04:53:13 (-1)",,,00:44:45,"00:23:55 (-2)",,,00:14:11,"02:06:31 (-4)",
128,"team160 山东理工大学",7,16:14:59,"01:35:23 (-2)",,"04:19:24 (-4)",,,00:44:43,"00:19:46 (-1)","03:51:04 (-6)",,00:13:45,00:50:54,(-1)
129,"team582 福州大学",7,16:18:59,"00:58:46 (-4)",,"03:26:36 (-1)",,,00:37:37,"00:20:06 (-2)","04:07:41 (-7)",,"00:37:24 (-1)","00:50:49 (-1)",(-3)
130,"team943 北京科技大学",7,16:20:10,"01:34:49 (-4)",,02:33:29,,,"01:00:39 (-1)","00:19:51 (-1)","04:44:03 (-1)",,00:11:22,"02:55:57 (-2)",
131,"team012 华东师范大学",7,16:27:30,00:38:57,,02:47:52,,(-13),01:40:42,"00:29:43 (-2)","04:06:48 (-3)",,00:51:59,"03:11:29 (-3)",
132,"team028 武汉大学",7,16:32:17,00:59:23,,"04:51:46 (-9)",,,"00:35:50 (-1)","00:24:17 (-1)","02:46:41 (-5)",,00:16:44,01:17:36,(-1)
133,"team265 北京理工大学",7,16:32:21,"01:08:56 (-5)",,02:00:43,,,00:40:42,00:22:19,"04:03:08 (-7)",,00:21:44,"01:34:49 (-7)",(-1)
134,"team803 哈尔滨工业大学",7,16:33:13,"00:51:56 (-1)",,"04:08:39 (-5)",,,"00:49:15 (-1)","00:22:50 (-2)","04:37:42 (-2)",,"00:20:29 (-1)",01:22:22,
135,"team306 北京邮电大学",7,16:45:38,"02:25:12 (-2)",,"04:31:03 (-1)",,,00:46:12,00:12:33,"04:32:35 (-2)",,00:21:38,"01:36:25 (-2)",(-1)
136,"team450 西安电子科技大学",7,16:45:53,01:43:47,,02:34:09,,,"01:00:23 (-1)","00:51:59 (-4)","04:29:17 (-4)",,00:15:30,02:50:48,
137,"team549 武汉纺织大学",7,16:57:32,"00:54:23 (-1)",,"04:46:44 (-4)",,,00:52:54,"00:11:26 (-1)","04:39:04 (-6)",,00:10:54,01:22:07,
138,"team417 湘潭大学",7,16:59:08,"00:50:55 (-1)",,"04:25:29 (-1)",,,"00:57:37 (-1)","00:25:04 (-3)","03:44:24 (-2)",,00:20:19,"01:55:20 (-5)",
139,"team875 复旦大学",7,17:01:33,"01:20:54 (-1)",,04:48:09,,,00:31:05,00:12:57,04:35:52,,00:22:30,"03:50:06 (-3)",
140,"team716 吉林大学",7,17:10:04,"02:11:50 (-4)",,"04:01:55 (-1)",,,00:33:29,"01:26:57 (-2)",(-18),,00:13:18,01:40:35,"03:22:00 (-4)"
141,"team884 河海大学",7,17:45:44,"00:41:45 (-1)",,"04:23:52 (-6)",,,00:36:35,"00:20:59 (-4)","03:59:26 (-6)",,00:23:17,01:39:50,(-1)
142,"team449 西安电子科技大学",7,17:49:55,"01:09:40 (-1)",,03:30:50,,,01:08:29,"00:20:02 (-1)","04:37:27 (-3)",,"00:28:45 (-3)","02:14:42 (-5)",(-1)
143,"team855 华中科技大学",7,17:52:25,00:47:58,(-6),"03:48:47 (-5)",,,00:27:39,"00:11:51 (-1)","03:43:24 (-3)",(-2),"00:13:16 (-1)","02:19:30 (-9)",(-8)
