Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
173,"team1036 武汉大学",3,04:42:14,,,(-21),,00:33:30,,(-1),,"01:50:42 (-1)",,,01:58:02
174,"team957 杭州第二中学",3,04:51:48,,,(-4),,00:23:07,,(-3),,"00:34:21 (-2)",,,"02:54:20 (-1)"
175,"team836 南京邮电大学",3,04:55:05,,,,,00:27:29,,"02:27:59 (-3)",,00:59:37,,,
176,"team618 绍兴一中",3,05:03:09,,,,,"00:33:33 (-1)",,(-2),,"01:39:34 (-3)",,,01:30:02
177,"team580 福州大学",3,05:08:06,,,(-12),,00:37:50,,"01:21:48 (-3)",,"01:08:28 (-3)",,,(-5)
178,"team685 南京大学",3,05:10:12,,,(-2),,"00:48:05 (-1)",,"02:50:54 (-1)",,"00:31:13 (-1)",,,(-6)
179,"team370 浙大城市学院",3,05:12:13,,,(-21),,00:31:50,,"02:23:40 (-4)",,00:56:43,,,
180,"team530 厦门大学",3,05:13:13,,,(-4),,"01:33:11 (-1)",(-7),"01:37:08 (-3)",,00:42:54,,,
181,"team062 浙江工业大学",3,05:15:44,,,,,"00:37:25 (-1)",,"02:54:14 (-1)",,01:04:05,,,
182,"team332 同济大学",3,05:19:15,,,(-7),,00:32:52,,01:34:29,,"02:11:54 (-3)",,,
183,"team307 北京邮电大学",3,05:20:58,,,04:26:58,,00:35:36,,(-2),,00:18:24,,,
184,"team1042 吉林大学",3,05:23:47,,,(-15),,"00:26:42 (-1)","01:34:42 (-3)",,,02:02:23,,,
185,"team483 华南理工大学",3,05:25:19,,,(-11),,00:24:28,,"02:07:33 (-1)",(-1),"02:13:18 (-1)",,,
186,"team313 北京邮电大学",3,05:32:48,,,(-13),,01:04:00,,"02:37:01 (-3)",,00:51:47,,,
187,"team185 广东工业大学",3,05:37:42,,,(-35),,00:43:08,,03:38:38,,01:15:56,,,
188,"team1050 西北工业大学附属中学",3,05:45:05,,,,,"02:22:16 (-1)",,"01:10:44 (-1)",,"00:52:05 (-2)",,,(-1)
189,"team1004 杭州电子科技大学",3,05:45:28,(-5),,(-5),,00:24:39,,(-3),,"01:04:53 (-1)",,,03:55:56
190,"team229 天津仁爱学院",3,05:49:50,,,"03:12:19 (-3)",,00:27:58,,(-1),,"00:49:33 (-1)",,,
191,"team955 杭州第二中学",3,05:50:43,,,01:36:16,,00:50:22,,,,,,,"03:04:05 (-1)"
192,"team853 华中科技大学",3,05:55:48,,,(-1),,00:35:17,(-3),"01:54:57 (-3)",,"01:25:34 (-3)",,,(-6)
193,"team319 北京邮电大学",3,05:58:34,,,03:04:45,,00:34:10,,(-12),,"01:39:39 (-2)",,,
194,"team448 西安电子科技大学",3,06:00:30,,,"03:31:01 (-1)",,00:18:31,,(-19),,"01:10:58 (-2)",,,
195,"team296 南方科技大学",3,06:14:29,,,(-6),,"01:15:25 (-1)",03:49:11,,,00:49:53,(-3),,
196,"team562 重庆大学",3,06:23:59,,,(-25),,00:46:52,,"02:58:46 (-1)",,"01:58:21 (-1)",,,
197,"team315 北京邮电大学",3,06:29:16,,,03:33:46,,"01:03:02 (-1)",,(-21),,01:32:28,,,
198,"team719 吉林大学",3,06:29:32,,,(-7),,00:34:59,,"04:15:45 (-1)",,01:18:48,(-3),,
199,"team877 复旦大学",3,06:31:07,(-16),,,,"01:21:09 (-3)",,"02:29:07 (-2)",,01:00:51,,,
200,"team611 衢州第二中学",3,06:33:25,,,(-5),,"00:34:51 (-1)",,"02:40:08 (-1)",,"01:38:26 (-3)",,,
201,"team772 上海大学",3,06:41:29,,,,,"01:30:37 (-3)",,"01:03:16 (-2)",,"01:47:36 (-2)",,,
202,"team268 北京理工大学",3,06:41:32,,,,,"00:34:09 (-1)",,"04:38:46 (-1)",,00:48:37,,,
203,"team269 北京理工大学",3,06:42:04,,,,,"00:30:46 (-2)",,03:40:36,,01:50:42,,,
204,"team392 湖南大学",3,06:43:32,,,(-7),,01:00:25,,"02:53:03 (-1)",,02:30:04,,,
205,"team451 浙江农林大学",3,06:44:51,,,(-54),,"00:52:17 (-2)",,01:53:16,,"02:39:18 (-2)",,,
206,"team056 东北大学",3,06:48:33,,,,,00:45:55,,"03:21:08 (-2)",,02:01:30,,,
207,"team482 华南理工大学",3,06:55:21,,,(-21),,00:37:09,,"03:22:39 (-3)",,01:55:33,,,
208,"team1062 中山市中山纪念中学",3,06:56:07,,,,,00:46:31,,"03:51:59 (-2)",,"01:17:37 (-1)",,,
209,"team397 安徽大学",3,07:06:20,,,"03:20:24 (-5)",,"00:42:39 (-1)",,(-5),,01:03:17,,,
210,"team259 南京理工大学",3,07:12:01,,,,,00:45:39,,"04:27:11 (-2)",,01:19:11,,,
211,"team220 浙江理工大学",3,07:17:40,,,,,00:44:10,,"03:26:00 (-1)",,"02:27:30 (-1)",,,
212,"team312 北京邮电大学",3,07:19:40,,,(-24),,00:38:22,,"03:07:22 (-2)",,"02:13:56 (-2)",,,
213,"team441 杭州师范大学",3,07:20:47,,,,,00:37:53,,"03:07:46 (-5)",,"01:35:08 (-1)",,,
214,"team880 复旦大学",3,07:21:06,,,"03:26:16 (-3)",,00:35:16,,(-7),,"01:59:34 (-1)",,,
215,"team855 华中科技大学",3,07:22:53,,,,,"01:24:13 (-1)",,"02:39:57 (-3)",,"00:58:43 (-3)",,,
216,"team703 中南大学",3,07:23:13,,,(-8),,00:51:30,,"03:31:33 (-1)",,"02:00:10 (-2)",,,
217,"team097 上海电力大学",3,07:24:24,,,(-7),,01:01:38,,03:05:20,,"02:37:26 (-2)",,,
218,"team659 重庆工程学院",3,07:36:38,,,(-19),,01:48:00,04:28:21,(-3),,01:20:17,,,
219,"team563 重庆大学",3,07:37:19,,,(-14),,"01:07:21 (-1)",,"03:05:09 (-2)",,"01:44:49 (-2)",,,
220,"team585 福州大学",3,07:37:27,,,01:47:23,,00:41:55,,(-4),,"03:28:09 (-5)",,,
221,"team385 华南师范大学附属中学",3,07:39:18,,,(-33),,00:31:22,,"02:56:27 (-1)",,"02:11:29 (-5)",,,
222,"team635 南阳理工学院",3,07:50:38,,,(-1),,00:54:56,,"03:57:56 (-5)",,01:17:46,,,
223,"team207 苏州大学",3,07:55:42,,,"04:16:31 (-3)",,00:55:03,,,,01:44:08,,,
224,"team537 电子科技大学",3,07:56:26,,,(-2),,00:21:10,04:44:48,,,"01:50:28 (-3)",,,
225,"team961 浙江师范大学",3,08:00:52,,,(-65),,"01:56:47 (-1)",,"02:17:07 (-2)",,"01:46:58 (-3)",,,(-1)
226,"team725 西安电子科技大学",3,08:01:40,,,(-24),,"01:11:44 (-1)",,"03:12:10 (-3)",,02:17:46,,,(-7)
227,"team1041 南京市第一中学",3,08:03:16,,,(-12),,"00:49:37 (-3)",,"03:04:28 (-7)",,"00:29:11 (-1)",,,
228,"team147 武汉大学",3,08:03:17,,,(-25),,"01:08:49 (-1)",,"03:51:49 (-1)",,"02:02:39 (-1)",,,
229,"team542 北京交通大学",3,08:16:55,,,(-4),,"01:21:17 (-2)",,"01:49:43 (-4)",,"02:05:55 (-3)",,,
230,"team1011 杭州电子科技大学",3,08:18:47,,,(-17),,"00:40:47 (-1)",,"03:53:42 (-1)",,"02:24:18 (-2)",,,(-4)
231,"team909 河南农业大学",3,08:20:33,,,(-62),,00:44:59,,"02:53:50 (-9)",,01:41:44,,,
232,"team172 湖南师范大学",3,08:28:20,,,(-38),(-3),00:35:57,,"03:48:22 (-3)",,"02:24:01 (-2)",,,
233,"team137 浙大宁波理工学院",3,08:33:08,,,"04:03:23 (-3)",,(-2),,"02:02:45 (-1)",,01:07:00,,,
234,"team661 北方工业大学",3,08:36:12,(-1),,(-1),,"00:35:35 (-1)",(-4),"03:29:27 (-10)",,00:51:10,,,
235,"team028 武汉大学",3,08:45:27,(-3),,"04:07:35 (-4)",,00:51:00,,02:26:52,,(-11),,,
236,"team372 浙大城市学院",3,08:51:49,,,(-2),,00:45:30,,03:44:58,,"03:01:21 (-4)",,,
237,"team208 苏州大学",3,08:57:09,,,03:59:46,,"01:08:55 (-2)",,(-10),,"02:28:28 (-2)",,,
238,"team221 大连海事大学",3,09:01:08,,,,,"01:35:59 (-1)","04:39:44 (-3)",(-1),,01:25:25,,,
239,"team192 广东工业大学",3,09:04:04,,,(-11),,"01:57:28 (-1)",,"03:25:41 (-2)",,02:40:55,,,
240,"team694 华东师范大学",3,09:05:09,,,(-7),,"00:35:43 (-3)",,03:02:25,,"03:47:01 (-2)",,,
241,"team964 浙江师范大学",3,09:06:47,,,,,"00:20:14 (-1)",,"03:45:59 (-4)",,"02:00:34 (-4)",,,
242,"team342 南京大学",3,09:07:48,,,,,"00:30:38 (-1)",,04:39:34,,"02:37:36 (-3)",,,
243,"team676 南京大学",3,09:08:09,(-1),,(-4),,"00:46:35 (-2)",,"03:42:27 (-4)",,"01:39:07 (-3)",,,
244,"team309 北京邮电大学",3,09:16:11,,,(-5),,00:37:51,,"04:50:58 (-8)",,01:07:22,,,
245,"team054 东北大学",3,09:17:38,,,"04:29:00 (-4)",,"00:45:53 (-1)",,(-42),,"02:02:45 (-1)",,,
246,"team206 苏州大学",3,09:18:13,,,"04:29:11 (-6)",,00:37:31,,(-3),,02:11:31,,,
247,"team1035 浙江师范大学",3,09:18:45,,,,,"00:41:59 (-1)",,"03:53:48 (-6)",,"01:42:58 (-2)",,,
248,"team003 华东师范大学第二附属中学",3,09:21:23,,,,,"00:16:17 (-2)","04:34:58 (-3)","02:10:08 (-2)",,(-3),,,
249,"team939 福建师范大学",3,09:30:15,,,(-26),,00:27:58,(-11),"03:39:44 (-12)",(-1),01:22:33,,,
250,"team479 长沙市长郡中学",3,09:32:04,,,(-39),,01:55:06,,"03:19:35 (-8)",,"01:17:23 (-1)",,,
251,"team699 湖南城市学院",3,09:37:59,,,,,"00:28:14 (-2)",,"02:08:08 (-6)",,"03:21:37 (-3)",,,
252,"team715 吉林大学",3,09:42:58,,,(-9),,00:32:28,,"04:41:06 (-7)",,"01:49:24 (-1)",,,
253,"team265 北京理工大学",3,09:51:57,,,"04:10:41 (-11)",,"00:43:55 (-1)",,(-12),,00:57:21,,,(-13)
254,"team759 武汉大学",3,10:10:00,,,(-1),,00:38:16,,"04:16:52 (-14)",,00:34:52,,,
255,"team044 阜阳师范大学",3,10:14:56,,,"03:49:14 (-11)",(-5),00:26:28,,(-10),,"01:39:14 (-2)",,,
256,"team142 浙江万里学院",3,10:15:37,,,"02:36:51 (-12)",,"02:12:08 (-2)",,(-23),,00:46:38,,,
257,"team638 厦门理工学院",3,10:16:04,,,"03:57:18 (-10)",,"00:39:28 (-1)",,(-71),,"01:19:18 (-2)",,,
258,"team166 北京林业大学",3,10:24:43,,,(-15),,"01:16:06 (-2)",,"03:03:43 (-10)",(-1),02:04:54,,(-1),
259,"team010 山东科技大学",3,10:33:47,,,(-17),,"01:05:06 (-1)",,"02:46:52 (-12)",,"01:21:49 (-3)",,,
260,"team149 郑州大学",3,10:38:19,,,(-6),,01:15:29,,"02:16:44 (-1)",,"04:26:06 (-7)",,,
261,"team660 广州外语外贸大学",3,10:39:03,,,,,00:39:55,,"04:36:29 (-12)",,"01:02:39 (-1)",,,
262,"team067 浙江工业大学",3,10:49:53,,,,,"00:58:24 (-1)",,"03:59:11 (-6)",,"02:12:18 (-4)",,,
263,"team695 华东师范大学",3,11:09:46,,,,,00:35:22,,"04:46:39 (-12)",,01:47:45,,,
264,"team146 武汉大学",3,11:11:36,,,,,"01:07:39 (-2)",,"04:47:09 (-3)",,"02:56:48 (-2)",,,
265,"team783 浙江财经大学",3,11:13:07,,,"04:06:00 (-7)",,"01:26:10 (-2)",,(-20),,"02:20:57 (-1)",,,
266,"team420 湘潭大学",3,11:23:00,,,(-35),,"00:32:05 (-1)",,"03:21:24 (-9)",,"02:09:31 (-6)",,,
267,"team270 北京理工大学",3,11:26:32,,(-1),(-13),,00:47:11,,"04:16:15 (-14)",,"01:23:06 (-1)",,,
268,"team171 湖南师范大学",3,11:40:12,,,,,"01:48:53 (-2)",,"04:27:22 (-6)",,"02:23:57 (-1)",,,
269,"team845 四川省成都市第七中学",3,11:41:02,,,,,"01:27:30 (-1)",,"03:45:18 (-5)",,"03:08:14 (-4)",,,
270,"team090 长沙理工大学",3,11:49:34,,,"02:26:00 (-20)",,00:45:55,,(-2),,"01:17:39 (-2)",,,
271,"team782 浙江财经大学",3,11:51:35,,,"04:11:37 (-6)",,"01:17:11 (-2)",,(-12),,"02:22:47 (-4)",,,
272,"team691 华东师范大学",3,11:57:12,,(-2),(-19),,00:57:14,,"02:57:04 (-12)",,"02:22:54 (-5)",,,
273,"team541 北京交通大学",3,11:58:10,,,(-9),,"01:00:51 (-1)",,"04:12:28 (-15)",,"00:44:51 (-2)",,,(-4)
274,"team549 武汉纺织大学",3,12:01:23,,,,,01:17:12,,"04:25:51 (-14)",,01:38:20,,,
275,"team903 北京大学",3,12:05:48,,,,,03:09:59,,"04:10:44 (-3)",,"03:25:05 (-1)",,,
276,"team717 吉林大学",3,12:15:27,,,"02:28:34 (-10)",,"00:50:57 (-1)",,(-21),,"04:15:56 (-3)",,,(-18)
277,"team720 吉林大学",3,13:05:13,,,,,"00:39:23 (-2)",,"04:26:53 (-5)",,"03:18:57 (-7)",,,
278,"team1010 杭州电子科技大学",3,13:26:00,,,(-37),,"00:25:18 (-1)",,"04:12:49 (-20)",,"01:07:53 (-2)",,,
279,"team1009 杭州电子科技大学",3,13:26:19,(-3),,"04:50:51 (-17)",,00:30:20,,(-1),,"02:05:08 (-1)",,,
280,"team160 山东理工大学",3,14:24:05,,,,,00:43:06,,"03:56:36 (-20)",,"02:24:23 (-2)",,,
281,"team566 重庆大学",3,14:27:44,,,(-5),,"00:56:07 (-1)",,"03:05:59 (-12)",,"03:25:38 (-8)",,,
282,"team334 南京理工大学",3,14:29:21,,,(-6),,00:47:35,,"04:37:06 (-21)",,02:04:40,,,
283,"team711 吉林大学",3,15:12:33,,,(-2),,"01:05:12 (-3)",,"01:53:27 (-5)",,"03:53:54 (-17)",,,
284,"team770 上海大学",3,15:25:21,,,(-9),,00:48:02,,"03:04:07 (-23)",,"02:13:12 (-5)",,,
285,"team167 北京林业大学",3,16:13:40,,,,,"00:44:31 (-1)",,"04:09:02 (-16)",,"03:20:07 (-7)",,,
286,"team990 山东大学",3,16:38:22,(-1),,"02:38:53 (-7)",,(-6),,"03:40:25 (-1)",,,,,"04:59:04 (-8)"
287,"team233 长安大学",3,17:07:05,,,(-1),(-4),"00:47:04 (-1)",,"04:05:53 (-16)",,"02:54:08 (-11)",,,
288,"team681 南京大学",3,18:24:51,,,,,"00:35:09 (-1)",,"04:43:23 (-28)",,"02:06:19 (-4)",,,
289,"team116 南京外国语学校",3,18:27:03,,,(-12),,"01:29:48 (-5)",,(-1),,"02:58:41 (-20)",,,"04:38:34 (-3)"
290,"team092 长沙理工大学",3,18:37:43,,,,,"01:09:12 (-1)",,"04:07:37 (-35)",,"01:00:54 (-1)",,,
291,"team055 东北大学",3,19:19:56,,,,,"01:29:58 (-1)",,"04:52:44 (-29)",,"02:17:14 (-2)",,,
292,"team812 重庆市育才中学",3,22:46:32,,,(-7),,"00:26:08 (-2)",,"04:33:35 (-45)",,"01:46:49 (-1)",,,(-2)
293,"team163 山东理工大学",3,26:39:26,(-4),,,,00:37:24,,"04:30:59 (-47)",,"03:11:03 (-8)",,,
294,"team815 重庆市育才中学",3,70:24:11,,,,,"01:06:25 (-5)",,"04:43:37 (-145)",,"03:14:09 (-34)",,,
295,"team617 绍兴一中",2,00:46:19,,,,,00:27:11,,,,00:19:08,,,
296,"team673 南京大学",2,01:10:15,,,,,00:24:30,,,,00:45:45,,,(-2)
297,"team623 海亮高级中学",2,01:26:09,,,,,00:33:50,,(-5),,00:52:19,,,
298,"team414 深圳中学",2,01:37:49,,,,,"00:47:47 (-1)",,,,00:30:02,,,
299,"team749 暨南大学",2,01:38:29,,,(-5),(-1),00:18:33,,,,01:19:56,,,
300,"team577 南京理工大学",2,01:40:21,(-12),,,,"00:28:49 (-1)",,(-38),,00:51:32,,,
301,"team454 北京化工大学",2,01:43:12,,,,,00:21:55,,,,01:21:17,,,
302,"team274 浙江工商大学",2,01:46:38,,,,,00:36:57,,(-19),,01:09:41,,,
303,"team182 广东工业大学",2,01:50:17,,,(-40),,00:30:24,,(-35),,01:19:53,,,
304,"team316 北京邮电大学",2,01:53:45,,,(-2),,00:32:30,,(-10),,01:21:15,,,
305,"team856 华中科技大学",2,01:55:43,,,(-3),,00:40:48,,(-2),,"00:54:55 (-1)",,,
306,"team305 北京邮电大学",2,01:58:00,,,(-13),,00:19:33,,(-13),,01:38:27,,,(-3)
307,"team524 厦门大学",2,01:58:05,,,,,00:41:47,,(-19),,01:16:18,,,
308,"team371 浙大城市学院",2,01:58:17,,,,,00:35:49,,(-9),,"01:02:28 (-1)",,,
309,"team125 南京外国语学校",2,01:58:28,,,,,"00:48:28 (-1)",,,,"00:30:00 (-1)",,,
310,"team973 天津大学",2,01:59:55,,,,,00:22:30,,(-5),,01:37:25,,,
311,"team053 东北大学",2,02:00:29,,,(-13),,"00:36:36 (-1)",,(-8),,01:03:53,,,
312,"team064 浙江工业大学",2,02:01:12,,,,,00:34:59,,(-12),,01:26:13,,,
313,"team317 北京邮电大学",2,02:14:36,,,,,00:37:07,,(-17),,"01:17:29 (-1)",,,
314,"team644 南京信息工程大学",2,02:15:34,,,,,"00:38:03 (-1)",,,(-2),01:17:31,,,
315,"team579 北京工业大学",2,02:16:19,,,,,00:35:30,,,,"01:20:49 (-1)",,,
316,"team250 钉耙编程-小学组-林骏烨",2,02:16:51,,,,,00:27:34,,(-7),,01:49:17,,,
317,"team912 广西大学",2,02:19:52,,,01:33:05,,00:46:47,,(-4),,(-11),,,
318,"team161 山东理工大学",2,02:21:02,,,,,"00:42:50 (-1)",,(-18),,"00:38:12 (-2)",,,
319,"team587 福州大学",2,02:21:26,,,,,"00:35:56 (-1)",,(-11),,01:25:30,,,
320,"team013 华东师范大学",2,02:21:40,,,,,"00:48:24 (-1)",,(-34),,01:13:16,,,
321,"team021 华东理工大学",2,02:23:05,,,(-1),,"00:42:11 (-1)",,(-3),,01:20:54,,,
322,"team648 西南科技大学",2,02:23:08,,,,,"00:38:02 (-1)",,(-23),,01:25:06,,,
323,"team484 华南理工大学",2,02:24:25,,,,,00:42:52,,,,01:41:33,,,
324,"team124 南京外国语学校",2,02:26:01,,,,,00:34:59,,(-2),,"01:11:02 (-2)",,,
325,"team927 北华大学",2,02:26:56,,,,,"00:51:20 (-1)",,(-1),,01:15:36,,,
326,"team164 山东理工大学",2,02:27:28,,,,,00:49:55,,(-54),,01:37:33,,,
327,"team500 南京航空航天大学",2,02:27:37,,,(-3),,01:26:31,,(-1),,01:01:06,,,
328,"team143 浙江万里学院",2,02:27:58,,,,,"00:30:58 (-1)",,(-2),,"01:17:00 (-1)",,,
329,"team546 哈尔滨工业大学（威海）",2,02:28:18,,,,,00:45:13,,(-4),,"01:23:05 (-1)",,,
330,"team754 华中师范大学",2,02:29:06,,,,,00:42:29,,(-1),,01:46:37,,,
331,"team748 北京航空航天大学",2,02:29:25,,,,,00:42:40,,(-42),,01:46:45,,,
332,"team281 宁波大学",2,02:31:15,(-2),,,,"00:40:57 (-1)",,(-10),,"01:10:18 (-1)",,,
333,"team966 浙江师范大学",2,02:31:44,,,,,"00:41:40 (-2)",,(-22),,01:10:04,,,
334,"team390 湖南大学",2,02:34:23,,,,,"00:43:51 (-1)",,(-27),,01:30:32,,,
335,"team498 合肥大学",2,02:35:20,,,,,00:54:28,,(-2),,01:40:52,,,
336,"team690 西南民族大学",2,02:35:32,,,,,00:20:41,,(-154),,"01:54:51 (-1)",,,
337,"team275 浙江工商大学",2,02:35:41,,,,,00:29:39,,(-6),,"01:46:02 (-1)",,,
338,"team245 中国计量大学",2,02:42:23,,,,,00:31:17,,,,"01:11:06 (-3)",,,
339,"team419 湘潭大学",2,02:42:33,,,,,"00:43:38 (-1)",,(-28),,"01:18:55 (-1)",,,
340,"team487 江苏科技大学",2,02:43:37,,,,,"00:38:21 (-1)",,,,01:45:16,,,
341,"team564 重庆大学",2,02:44:03,,,,,01:15:48,,(-2),,01:28:15,,,
342,"team686 青岛科技大学",2,02:44:09,,,,,00:41:02,,(-13),,"01:43:07 (-1)",,,
343,"team658 南通大学",2,02:46:19,,,,,00:56:09,,(-2),,01:50:10,,,
344,"team689 西南民族大学",2,02:46:24,,,,,00:41:39,,(-3),,"01:24:45 (-2)",,,
345,"team082 东北师范大学",2,02:46:58,,,,,00:39:59,,(-60),,"01:06:59 (-3)",,,
346,"team088 徐州工程学院",2,02:48:43,,,,,00:45:23,,,,02:03:20,,,
347,"team631 南阳理工学院",2,02:49:33,,,(-1),,"00:30:59 (-1)",,(-13),,01:58:34,,,
348,"team938 东北大学秦皇岛分校",2,02:50:13,,,,,"00:50:22 (-2)",,,,01:19:51,,,
349,"team150 武汉大学",2,02:50:26,,,,,"01:01:38 (-2)",,(-10),,01:08:48,,,(-7)
350,"team066 浙江工业大学",2,02:51:18,,,(-1),,00:54:07,,(-2),,"01:37:11 (-1)",,,
351,"team014 华东师范大学",2,02:52:35,,,,,00:49:44,,(-27),,"01:42:51 (-1)",,,
352,"team528 厦门大学",2,02:54:02,,,,,00:43:14,,,,02:10:48,,,
353,"team485 江西理工大学",2,02:54:25,,,,,"00:51:15 (-2)",,(-51),,01:23:10,,,
354,"team057 东北大学",2,02:55:51,,,,,"01:00:13 (-1)",,(-7),,01:35:38,,,
355,"team886 河海大学",2,02:56:26,,,,,00:47:59,,,,02:08:27,,,
356,"team960 浙江师范大学",2,02:57:34,,,(-30),,"00:37:45 (-1)",,(-17),,"01:39:49 (-1)",,,
357,"team634 南阳理工学院",2,03:00:33,,,,,01:01:06,,(-3),,01:59:27,,,
358,"team213 浙江理工大学",2,03:03:01,,,,,00:36:05,,,,02:26:56,,,
359,"team169 武汉大学",2,03:03:24,,,,,00:42:45,,(-89),,"01:20:39 (-3)",(-6),,
360,"team490 山东省烟台市第二中学",2,03:05:14,,,,,"00:34:00 (-1)",,,,"01:11:14 (-3)",,,
361,"team122 南京外国语学校",2,03:06:37,,,,,"01:10:43 (-1)",,,,"01:15:54 (-1)",,,
362,"team763 义乌中学",2,03:06:51,,,(-1),,00:46:10,,(-7),,"01:40:41 (-2)",,,
363,"team321 中国地质大学（北京）",2,03:07:29,,,,,00:50:10,,(-28),(-2),"01:37:19 (-2)",,,
364,"team991 浙江理工大学",2,03:08:13,,,,,"00:40:43 (-2)",,,,"01:27:30 (-1)",,,
365,"team135 浙大宁波理工学院",2,03:08:51,,,,,01:00:35,(-1),(-33),,02:08:16,,,
366,"team733 天津工业大学",2,03:10:25,,,,,00:55:02,,,,"01:15:23 (-3)",,,
367,"team844 四川省成都市第七中学",2,03:11:29,,,,,"00:27:25 (-1)",,,,02:24:04,,,
368,"team341 南京大学",2,03:12:11,(-1),,,,"00:41:01 (-1)",,,,02:11:10,,,
369,"team678 南京大学",2,03:13:19,,,,,00:37:28,,(-8),,"01:55:51 (-2)",,,
370,"team173 湖南师范大学",2,03:14:47,,,,,"01:06:10 (-1)",,(-1),,01:48:37,,,
371,"team913 广西大学",2,03:15:02,,,,,01:18:52,,,,01:56:10,,,
372,"team784 浙江财经大学",2,03:15:39,,,,(-16),"00:49:13 (-1)",,(-1),,02:06:26,,,
373,"team314 北京邮电大学",2,03:15:52,,,(-7),,00:38:07,,(-19),,"01:37:45 (-3)",,,
374,"team570 湖南工学院",2,03:16:24,,,,,00:54:55,,(-24),,"02:01:29 (-1)",,,
375,"team821 南京邮电大学",2,03:18:00,,,(-3),,"00:36:17 (-1)",,(-47),,"02:01:43 (-1)",,,
376,"team369 长沙市雅礼中学",2,03:20:17,,,,,00:48:33,,,,"02:11:44 (-1)",,,
377,"team075 西北农林科技大学",2,03:20:27,,,(-17),,"00:52:17 (-1)",,,,"01:48:10 (-1)",,,
378,"team318 北京邮电大学",2,03:20:58,,,(-1),,"00:38:11 (-1)",,(-4),,"02:02:47 (-1)",,,
379,"team113 南京外国语学校",2,03:21:11,(-3),,,,01:33:29,,(-3),,"01:07:42 (-2)",,,
380,"team376 浙大城市学院",2,03:21:41,,,,,00:44:40,,(-1),,"02:17:01 (-1)",,,
381,"team942 国防科技大学",2,03:23:01,,,(-8),,"01:21:03 (-2)",,,,01:21:58,,,
382,"team734 天津工业大学",2,03:25:08,,,,,00:40:05,,(-1),,"02:05:03 (-2)",,,
383,"team060 绍兴文理学院",2,03:25:26,,,,,"01:10:42 (-1)",,(-2),,01:54:44,,,
384,"team356 华中农业大学",2,03:25:33,(-1),(-1),(-1),(-1),"00:58:42 (-1)",(-1),(-5),(-1),02:06:51,(-1),(-1),(-1)
385,"team455 北京化工大学",2,03:25:33,,,,,01:38:42,,(-14),,01:46:51,,,
386,"team042 阜阳师范大学",2,03:27:17,,,,,00:43:33,,(-438),,02:43:44,,,
387,"team548 华南师范大学",2,03:27:52,,,,,"00:45:34 (-1)",,(-6),,02:22:18,,,
388,"team971 天津大学",2,03:28:28,,,,,"00:52:49 (-2)",,(-74),,01:55:39,,,
389,"team731 天津工业大学",2,03:28:40,,,,,"00:45:26 (-1)",,(-2),,02:23:14,,,
390,"team115 南京外国语学校",2,03:28:45,,,,,00:50:46,,(-22),,"01:57:59 (-2)",,,(-24)
391,"team031 中国传媒大学",2,03:29:33,,,,,01:01:02,,,,02:28:31,,,
392,"team156 杭州医学院",2,03:30:25,,,,,00:54:28,,,,"02:15:57 (-1)",,,
393,"team215 浙江理工大学",2,03:30:53,,,,,00:27:49,,,,03:03:04,(-1),,
394,"team1034 浙江师范大学",2,03:31:35,,,,,00:45:13,,(-16),,"02:26:22 (-1)",,,
395,"team575 河南工业大学",2,03:32:10,,,,,01:10:58,,(-64),,"02:01:12 (-1)",,,
396,"team428 中国矿业大学",2,03:32:23,,,,,00:42:22,,,,02:50:01,,,
397,"team470 广西师范大学",2,03:33:05,,,(-1),,00:43:00,,(-4),,"02:30:05 (-1)",,,
398,"team277 浙江工商大学",2,03:33:07,,,,,00:35:44,,(-1),,"02:17:23 (-2)",,,
399,"team180 广东工业大学",2,03:33:09,,,,,00:41:46,,(-32),,"01:51:23 (-3)",,,
400,"team211 浙江理工大学",2,03:33:33,,,,,00:30:13,,(-2),,"01:43:20 (-4)",,,
401,"team976 天津大学",2,03:33:38,,,,,00:36:41,,(-1),,"02:16:57 (-2)",,,
402,"team285 宁波大学",2,03:33:52,,,,,01:11:26,,,,02:22:26,,,
403,"team586 福州大学",2,03:33:59,,,(-32),,00:39:44,,(-18),,"01:54:15 (-3)",,,
404,"team502 南京航空航天大学",2,03:34:00,,(-1),(-6),,00:30:19,,,,"02:23:41 (-2)",,(-7),
405,"team136 浙大宁波理工学院",2,03:34:27,,,,,00:44:59,,(-4),,"02:09:28 (-2)",,,
406,"team885 河海大学",2,03:35:22,,,,,"01:15:56 (-1)",,,,01:59:26,,,
407,"team282 宁波大学",2,03:37:10,,,,,00:45:15,,(-2),,02:51:55,,,
408,"team753 华中师范大学",2,03:38:27,,,,(-5),00:40:19,,(-23),,"02:38:08 (-1)",,,
409,"team069 南京工程学院",2,03:39:00,,(-6),(-10),,00:33:42,,,,03:05:18,,,
410,"team507 南京航空航天大学",2,03:39:24,,,,,"01:44:08 (-1)",,,,01:35:16,,,
411,"team657 南京理工大学",2,03:41:41,,,,,"01:09:18 (-1)",,(-39),,"01:52:23 (-1)",,,
412,"team899 四川大学",2,03:42:29,,,,,"00:40:07 (-1)",,(-1),,"01:42:22 (-3)",,,
413,"team253 成都理工大学",2,03:42:31,,,(-6),,"00:45:06 (-1)",,(-2),,"02:17:25 (-1)",,,
