Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012
37,"team061 浙江工业大学",6,14:15:56,(-4),,03:28:33,,00:22:18,03:26:43,"01:51:14 (-1)",,00:48:27,,,"03:18:41 (-2)"
38,"team121 南京外国语学校",6,14:22:47,,,"03:16:49 (-1)",(-5),00:27:48,"04:03:58 (-3)",01:04:38,,00:59:05,,,"02:10:29 (-3)"
39,"team739 上海市曹杨第二中学",6,16:22:55,,,"02:31:28 (-4)",,"01:06:46 (-1)","04:17:30 (-5)",00:31:38,,00:51:55,,,"03:23:38 (-1)"
40,"team011 华东师范大学",6,16:43:57,,,"03:01:10 (-2)",,00:41:17,"04:54:08 (-1)","01:50:23 (-1)",,00:31:05,,,"04:05:54 (-1)"
41,"team413 武汉大学",6,16:49:47,,,02:27:40,"04:43:30 (-6)",00:31:10,"04:14:47 (-1)","01:19:46 (-2)",,00:32:54,,(-1),
42,"team1028 广东工业大学",6,17:42:13,,,"04:53:53 (-7)",,00:16:08,"02:58:18 (-1)",01:54:21,,00:34:56,,,"03:44:37 (-2)"
43,"team1053 中山市中山纪念中学",6,17:58:06,(-2),,02:09:15,,"01:09:36 (-1)","03:44:17 (-5)",01:46:21,(-18),"01:23:09 (-1)",,,"04:05:28 (-4)"
44,"team446 西安电子科技大学",6,18:03:45,,,"04:51:33 (-3)",,00:22:11,04:12:44,"01:38:01 (-3)",,00:47:35,,,"03:51:41 (-1)"
45,"team843 四川省成都市第七中学",6,18:25:41,,,"02:12:55 (-1)",,00:35:17,"04:08:17 (-1)","01:47:12 (-9)",,"00:35:34 (-1)",,,"04:26:26 (-2)"
46,"team1002 杭州电子科技大学",6,18:45:11,,,"01:51:04 (-2)",,01:04:52,"04:52:10 (-1)","03:09:08 (-1)",,"01:07:16 (-2)",,,"04:00:41 (-2)"
47,"team263 北京理工大学",6,18:47:39,,,"04:54:04 (-4)",,00:33:36,03:45:53,"01:37:41 (-2)",,00:54:22,,,"04:42:03 (-1)"
48,"team141 上海理工大学",6,18:59:09,,,03:16:56,,"00:41:01 (-2)",04:26:14,"02:54:03 (-2)",,"01:25:23 (-1)",,,"03:55:32 (-2)"
49,"team264 北京理工大学",6,19:01:16,"02:26:44 (-6)",,"04:06:30 (-3)",,00:33:02,(-3),"01:52:20 (-2)",,"00:40:52 (-1)",,,"03:21:48 (-6)"
50,"team170 湖南师范大学",6,19:23:09,,,"03:18:24 (-3)",,"00:44:34 (-1)","02:07:07 (-1)","03:23:30 (-7)",,"00:44:23 (-1)",,,"04:25:11 (-1)"
51,"team295 南方科技大学",6,26:00:30,,,"04:57:53 (-14)",(-8),00:53:29,"04:34:57 (-7)","00:49:48 (-2)",,"01:04:17 (-1)",,,"04:00:06 (-5)"
52,"team103 南京外国语学校",6,105:55:30,(-12),,"01:32:02 (-2)","03:39:12 (-273)","00:15:00 (-1)","03:29:53 (-2)","01:13:12 (-7)",,"00:26:11 (-1)",,,(-6)
53,"team1031 金陵中学河西分校",5,08:28:47,,,"02:10:52 (-1)",,00:41:53,"03:01:45 (-1)",01:13:35,,00:40:42,,,(-8)
54,"team117 南京外国语学校",5,09:19:44,(-3),,"00:38:05 (-1)",(-9),"01:28:00 (-1)",(-1),01:20:42,,"01:14:39 (-2)",,,"02:38:18 (-2)"
55,"team553 清华大学",5,10:37:26,,,"01:56:11 (-4)",,00:26:33,03:06:30,"02:15:58 (-2)",,00:52:14,,,(-4)
56,"team954 杭州第二中学",5,10:58:19,(-9),,"01:47:35 (-1)",,00:18:43,(-10),"01:16:52 (-4)",,"00:29:36 (-1)",,,"04:25:33 (-2)"
57,"team841 南京大学",5,12:04:53,,,"04:09:15 (-1)",,00:32:14,,"01:42:24 (-3)",,00:36:46,,,03:44:14
58,"team481 华南理工大学",5,12:38:39,,,04:09:04,,00:45:33,03:31:04,"02:43:03 (-3)",,00:29:55,,,
59,"team869 香港大学",5,12:45:54,,,"02:53:51 (-2)",,01:27:06,03:24:24,"02:10:04 (-1)",,01:50:29,,,
60,"team682 南京大学",5,12:51:06,,,"03:31:27 (-3)",,00:14:47,03:36:22,"02:14:48 (-4)",,00:53:42,,,
61,"team1003 杭州电子科技大学",5,13:37:26,,,"03:17:10 (-5)",,00:29:49,04:41:19,02:19:29,,01:09:39,,,(-3)
62,"team750 南京理工大学",5,13:44:05,"03:56:46 (-1)",,04:45:53,,00:31:57,,"02:16:30 (-1)",,"01:12:59 (-1)",,,
63,"team884 河海大学",5,13:57:32,,,01:44:55,,"00:40:18 (-1)","04:40:29 (-2)","02:40:39 (-6)",,"00:51:11 (-1)",,,
64,"team761 义乌中学",5,14:01:50,,,"02:26:47 (-7)",,00:49:42,"03:46:58 (-2)","01:53:48 (-1)",,"01:24:35 (-1)",,,(-1)
65,"team872 复旦大学",5,14:05:37,,,(-23),,00:32:02,"04:37:10 (-1)","00:58:33 (-3)",,"01:31:29 (-2)",,,"04:06:23 (-1)"
66,"team212 浙江理工大学",5,14:22:31,,,"04:56:43 (-1)",,00:30:43,,"03:31:50 (-3)",,"01:03:12 (-1)",,,02:40:03
67,"team1030 金陵中学河西分校",5,14:27:46,(-5),,03:05:40,(-1),"01:05:39 (-1)",(-3),"03:43:14 (-2)",,01:14:09,,,"03:59:04 (-1)"
68,"team501 南京航空航天大学",5,15:09:41,,,"03:10:48 (-5)",,00:23:00,"04:13:49 (-2)","02:01:36 (-2)",,"01:40:28 (-2)",,,
69,"team391 湖南大学",5,15:10:47,,,02:30:35,"04:57:59 (-8)",00:35:55,,01:41:51,,"02:04:27 (-2)",,,
70,"team1005 杭州电子科技大学",5,15:32:59,,,"04:35:54 (-1)",,"00:53:02 (-1)",,"02:21:07 (-1)",,00:59:23,,,"04:23:33 (-4)"
71,"team418 湘潭大学",5,15:36:39,,,"03:54:53 (-6)",,01:00:40,"03:12:45 (-1)","01:46:42 (-1)",,"01:41:39 (-4)",,,(-1)
72,"team584 福州大学",5,15:38:30,,,"03:09:27 (-1)","04:53:44 (-3)",00:40:51,,"02:42:47 (-3)",,01:51:41,,,
73,"team535 电子科技大学",5,16:09:18,,,"04:36:05 (-7)",,00:30:41,,"01:47:17 (-1)",,"01:14:11 (-1)",,,"04:41:04 (-1)"
74,"team130 南京外国语学校",5,16:38:01,,,"04:18:30 (-5)",,00:35:28,"04:30:31 (-3)","01:55:23 (-5)",,00:58:09,,,(-3)
75,"team840 南京大学",5,17:28:03,,,"04:51:52 (-18)",,00:45:00,,01:33:39,,"01:05:12 (-1)",,,"02:32:20 (-1)"
76,"team052 东北大学",5,17:34:13,,,"03:14:41 (-2)",,01:07:14,,"02:08:44 (-11)",,"01:27:46 (-2)",,,"04:15:48 (-1)"
77,"team298 南方科技大学",5,17:52:01,,,"03:44:51 (-6)",,"00:48:30 (-1)",,02:22:14,,01:12:17,,,"04:24:09 (-9)"
78,"team532 电子科技大学",5,17:56:10,,,"04:54:55 (-16)",,00:23:38,(-2),01:06:48,,"00:44:44 (-1)",,,"03:46:05 (-4)"
79,"team065 浙江工业大学",5,18:16:37,,,"04:17:14 (-14)",,00:27:27,,"02:37:36 (-1)",,"01:02:34 (-2)",,,04:11:46
80,"team875 复旦大学",5,19:14:06,,,"03:38:51 (-12)",,"01:29:18 (-3)","04:59:30 (-3)",01:51:07,,01:15:20,,,
81,"team775 西安交通大学",5,21:34:16,,,"03:11:30 (-22)",,"00:39:23 (-1)",,"02:03:36 (-4)",,"01:03:04 (-2)",,(-2),"03:56:43 (-3)"
82,"team802 哈尔滨工业大学",5,22:13:11,,,"02:49:05 (-11)",,"00:54:20 (-1)",04:13:34,"03:59:19 (-13)",,"00:56:53 (-3)",,,
83,"team572 深圳中学",5,24:17:33,,,"03:38:24 (-9)","01:41:44 (-5)","01:07:31 (-1)",,"04:31:29 (-13)",,"02:58:25 (-3)",,,
84,"team511 浙江科技大学",5,25:03:57,,,"02:27:53 (-33)",(-13),00:20:39,,"01:15:25 (-6)",,00:47:10,,,"04:52:50 (-7)"
85,"team765 义乌中学",5,25:12:23,,,"02:05:10 (-6)",,"02:06:48 (-7)",04:30:57,"03:06:11 (-7)",,"02:43:17 (-12)",,,
86,"team417 湘潭大学",5,25:42:00,,,"04:37:44 (-34)",,01:05:17,"04:10:40 (-1)","02:19:51 (-1)",,"00:48:28 (-2)",,,
87,"team128 南京外国语学校",5,30:36:31,,,"04:52:04 (-44)",(-14),"01:10:44 (-2)",,02:51:48,,01:22:09,,,"02:19:46 (-8)"
88,"team571 深圳中学",5,35:27:31,,,"04:59:18 (-24)","04:47:23 (-37)",00:29:34,,"03:14:44 (-1)",,"00:36:32 (-2)",,,
89,"team902 北京大学",4,04:14:04,,,"00:28:33 (-1)",,00:55:31,,"01:23:01 (-1)",,00:46:59,,,
90,"team012 华东师范大学",4,06:18:42,,,03:38:12,,00:14:14,,01:21:18,,"00:44:58 (-1)",,,
91,"team303 北京邮电大学",4,06:51:07,,,00:38:23,,"00:48:16 (-1)",,(-2),,"01:03:47 (-1)",,,"03:00:41 (-2)"
92,"team533 电子科技大学",4,06:58:13,,,(-18),,00:28:20,"04:31:42 (-1)",01:01:14,,00:36:57,,,
93,"team993 东南大学",4,07:03:48,,,(-13),,00:37:16,"03:19:15 (-2)",01:15:44,,"00:51:33 (-1)",,,
94,"team582 福州大学",4,07:26:39,,,02:00:10,(-6),00:38:04,,02:43:41,,"01:44:44 (-1)",,,(-6)
95,"team339 北京信息科技大学",4,07:34:21,,,03:15:24,,"00:48:32 (-1)",,02:02:32,,"00:47:53 (-1)",,,
96,"team256 东华大学",4,07:36:00,(-3),,"02:41:45 (-1)",,00:18:28,,"01:51:54 (-1)",,"01:23:53 (-2)",,,
97,"team335 天津理工大学",4,08:04:18,,,"02:56:14 (-1)",(-2),"01:13:39 (-1)",,02:09:07,,01:05:18,,,
98,"team186 广东工业大学",4,08:24:50,,,"03:19:06 (-1)",,00:31:22,,01:50:30,,"02:03:52 (-1)",,,
99,"team561 重庆大学",4,08:29:54,,,"03:31:47 (-3)",,00:28:56,(-1),"01:48:43 (-1)",,"01:00:28 (-1)",,,(-2)
100,"team257 东华大学",4,08:33:45,,,03:43:00,,00:24:59,,"02:15:22 (-1)",,"01:10:24 (-2)",,,
101,"team804 哈尔滨工业大学",4,08:38:07,,,(-25),,"01:03:43 (-1)","04:29:31 (-1)",01:33:17,,"00:31:36 (-1)",,,
102,"team723 西安电子科技大学",4,08:41:35,,,"01:56:39 (-1)",,00:27:52,,"03:34:13 (-1)",,"01:22:51 (-2)",,,
103,"team534 电子科技大学",4,08:44:13,,,"02:39:31 (-5)",,00:36:44,,"01:46:05 (-1)",,"00:41:53 (-3)",,,(-17)
104,"team491 中国民航大学",4,08:52:21,,,(-18),,00:38:19,"04:35:20 (-2)",01:36:01,,"01:02:41 (-1)",,,
105,"team881 复旦大学",4,09:01:00,,,,(-2),"00:33:38 (-1)",02:44:46,02:01:24,,"02:21:12 (-3)",,,(-7)
106,"team910 广西大学",4,09:03:15,,,03:38:20,,00:34:23,,"02:55:45 (-2)",,01:14:47,,,
107,"team184 广东工业大学",4,09:03:46,,,"03:00:56 (-4)",,"00:30:29 (-1)",,"01:59:47 (-2)",,"00:52:34 (-1)",,,
108,"team882 复旦大学",4,09:16:55,,,"02:20:16 (-2)",04:19:26,00:28:40,,01:28:33,,,(-4),,(-4)
109,"team814 重庆市育才中学",4,09:25:05,,,"03:23:21 (-5)",,01:54:21,(-2),00:09:41,,"01:17:42 (-3)",,,
110,"team851 华中科技大学",4,09:29:17,"02:43:30 (-5)",,(-2),,00:28:28,,"02:08:04 (-2)",,"00:49:15 (-3)",,,
111,"team842 南京大学",4,09:42:53,(-12),,"04:11:07 (-3)",,"00:17:50 (-1)",,01:17:18,,"01:56:38 (-2)",,,
112,"team218 浙江理工大学",4,09:45:54,,,(-22),,"00:33:43 (-3)","04:00:46 (-1)","02:01:08 (-1)",,01:30:17,,,(-18)
113,"team306 北京邮电大学",4,10:01:20,,,"03:26:17 (-3)",,"01:20:53 (-2)",,"01:48:14 (-1)",,"01:05:56 (-1)",,,
114,"team091 长沙理工大学",4,10:11:49,,,"01:26:38 (-4)",,"00:29:34 (-1)",,"02:21:15 (-1)",,"02:34:22 (-4)",,,
115,"team817 重庆市育才中学",4,10:13:10,,,"03:53:04 (-3)",(-13),"00:33:45 (-3)",,"00:33:26 (-5)",,"00:52:55 (-2)",,,
116,"team871 复旦大学",4,10:16:07,,,(-33),,00:16:54,,"01:44:38 (-1)",,"00:52:52 (-2)",,,"04:21:43 (-6)"
117,"team813 重庆市育才中学",4,10:22:12,(-3),,"02:02:45 (-10)",,00:55:34,,"01:13:26 (-4)",,"00:30:27 (-3)",,,(-7)
118,"team790 香港科技大学（广州）",4,10:37:46,,,,,"00:53:33 (-1)",01:25:53,"03:43:51 (-10)",,"00:34:29 (-1)",,,(-12)
119,"team333 同济大学",4,10:41:06,,,"04:29:45 (-7)",,00:45:50,,"01:33:34 (-1)",,01:11:57,,,
120,"team272 北京理工大学",4,10:42:07,,,"04:35:27 (-7)",,00:42:49,,"02:00:37 (-1)",,00:43:14,,,
121,"team382 华南师范大学附属中学",4,10:45:44,,,"02:06:41 (-8)",,00:58:53,(-2),03:47:06,,"00:53:04 (-1)",,,
122,"team1008 杭州电子科技大学",4,10:53:25,,,"04:40:45 (-3)",,00:42:51,,02:50:06,,"01:19:43 (-1)",,,
123,"team480 长沙市长郡中学",4,10:58:21,,,(-1),,"00:36:17 (-1)",03:25:48,"03:42:52 (-3)",,"01:13:24 (-2)",,,
124,"team874 复旦大学",4,10:58:21,,,(-21),,"00:25:45 (-1)",(-3),"02:38:47 (-2)",,"01:07:37 (-4)",,,"04:06:12 (-1)"
125,"team271 北京理工大学",4,11:11:29,,,"03:38:15 (-4)",,"00:24:35 (-1)",,"02:53:15 (-3)",,"01:15:24 (-1)",,,
126,"team129 南京外国语学校",4,11:11:59,,,"02:57:21 (-3)",,"01:03:43 (-4)",,"01:50:28 (-1)",,"02:20:27 (-1)",,,
127,"team906 大连理工大学",4,11:19:21,,,,,"00:50:04 (-1)",,"01:02:28 (-1)",,"02:00:31 (-2)",,,"04:46:18 (-4)"
128,"team879 复旦大学",4,11:25:18,,,"04:43:50 (-4)",,00:52:48,,"02:31:26 (-2)",,"00:57:14 (-1)",,,
129,"team273 浙江工商大学",4,11:40:50,,,"04:39:45 (-6)",,00:48:57,,"02:14:43 (-4)",,00:37:25,,,
130,"team962 浙江师范大学",4,11:44:02,,,(-2),,01:02:50,"04:41:13 (-6)",02:23:40,,01:36:19,,,
131,"team758 武汉科技大学",4,11:59:46,,,"03:51:37 (-6)",,"01:00:40 (-3)",,"01:50:45 (-3)",,01:16:44,,,
132,"team131 浙大宁波理工学院",4,12:03:08,,,"04:29:41 (-7)",,"00:56:53 (-1)",,"02:30:00 (-2)",,00:46:34,,,
133,"team994 东南大学",4,12:41:34,,,"04:52:58 (-1)",,00:25:55,,"04:46:32 (-2)",,01:36:09,,,
134,"team325 中国地质大学（北京）",4,13:20:37,,,(-2),,"01:04:30 (-2)",,"01:49:05 (-1)",,"01:08:43 (-4)",,,"04:38:19 (-7)"
135,"team781 浙江财经大学",4,13:38:45,,,04:36:51,,"01:22:52 (-3)",,"04:13:54 (-4)",,01:05:08,,,
136,"team705 中南大学",4,13:42:13,,,(-7),,"01:23:51 (-3)","04:57:50 (-3)",02:37:03,,"01:43:29 (-3)",,,
137,"team190 广东工业大学",4,13:57:18,,,"04:49:39 (-11)",,00:16:37,,"02:32:50 (-5)",,00:58:12,,,
138,"team801 哈尔滨工业大学",4,14:06:51,,,"04:06:07 (-6)",,"00:29:00 (-1)",,"02:04:19 (-2)",,"04:07:25 (-1)",,,
139,"team111 南京外国语学校",4,14:10:36,,,,,00:23:44,"04:05:21 (-2)","04:23:31 (-6)",,"01:18:00 (-4)",,,
140,"team051 东北大学",4,14:14:44,,,"02:05:33 (-1)",,"01:51:51 (-2)",,"04:25:30 (-11)",,"00:51:50 (-1)",,,
141,"team105 南京外国语学校",4,14:15:56,,,(-24),,"00:35:43 (-1)","02:09:01 (-4)","04:08:08 (-12)",,"01:03:04 (-2)",,,
142,"team302 北京邮电大学",4,14:24:04,,,(-16),,"00:32:44 (-1)",,04:16:14,,"02:33:36 (-3)",,,"04:41:30 (-3)"
143,"team415 长沙学院",4,14:40:06,,,"04:39:40 (-6)",,"01:08:50 (-1)",,"03:31:21 (-4)",,01:40:15,,,
144,"team108 南京外国语学校",4,14:49:00,,,02:24:45,,00:37:34,(-7),"03:54:13 (-9)",,"02:12:28 (-8)",,,
145,"team063 浙江工业大学",4,14:49:38,,,(-16),,"00:29:13 (-2)","04:41:02 (-2)","02:20:59 (-2)",,"03:38:24 (-5)",,,
146,"team581 福州大学",4,14:54:25,,,"03:15:55 (-14)",,"00:47:32 (-2)",(-3),"02:27:43 (-3)",,"01:23:15 (-2)",,,
147,"team132 浙大宁波理工学院",4,15:10:44,,,"04:53:09 (-16)",,00:41:03,,"02:15:17 (-2)",,01:21:15,,,
148,"team311 北京邮电大学",4,15:15:22,,,"03:56:43 (-10)",,00:36:19,,"04:09:28 (-5)",,01:32:52,,,
149,"team416 长沙学院",4,15:29:49,,,"04:10:27 (-8)",,"00:51:34 (-1)",,"03:15:55 (-5)",,"01:51:53 (-2)",,,
150,"team396 安徽大学",4,16:13:03,,,"02:34:28 (-10)",(-26),01:08:05,,"03:21:15 (-15)",,00:49:15,,,
151,"team963 浙江师范大学",4,16:41:25,,,,,"01:07:29 (-1)",,"04:32:57 (-9)",,01:10:03,,,"04:50:56 (-5)"
152,"team583 福州大学",4,16:50:11,,,"01:19:32 (-1)",,00:50:51,,"02:59:47 (-27)",,"01:40:01 (-2)",,,
153,"team891 安阳工学院",4,18:14:11,,,"04:16:28 (-1)",,"01:08:52 (-2)",,"04:57:04 (-15)",,01:51:47,,,
154,"team876 复旦大学",4,18:38:20,(-15),,"04:59:28 (-20)",,"00:18:20 (-1)",,"02:52:50 (-1)",,"02:07:42 (-3)",,,
155,"team1012 杭州电子科技大学",4,18:39:17,,,"04:44:46 (-24)",,00:21:35,,"03:42:16 (-2)",,01:10:40,,,
156,"team148 合肥工业大学宣城校区",4,19:16:07,,,"03:59:29 (-18)",,00:33:59,,"04:20:46 (-8)",,01:41:53,,,
157,"team266 北京理工大学",4,19:56:35,,,(-30),,"00:46:33 (-2)",,"03:51:21 (-27)",,"01:07:52 (-3)",,,03:30:49
158,"team112 南京外国语学校",4,21:21:39,,,(-17),,00:10:23,04:45:41,"03:16:00 (-37)",,"00:29:35 (-1)",(-2),,(-2)
159,"team449 西安电子科技大学",4,23:03:55,,,"04:33:04 (-35)",,"00:43:46 (-1)",,"01:43:32 (-1)",,"02:23:33 (-4)",,,
160,"team106 南京外国语学校",4,23:44:54,,,(-14),,00:42:05,,"04:47:29 (-33)",,"01:50:25 (-7)",,,"02:24:55 (-2)"
161,"team175 莆田学院",4,35:25:06,,,"03:54:00 (-67)",,"01:04:40 (-1)",,"03:40:37 (-5)",,"01:25:49 (-3)",,,
162,"team816 重庆市育才中学",4,46:37:46,(-65),(-1),"04:14:19 (-36)",(-1),"00:37:41 (-3)",(-2),"03:51:12 (-69)",(-1),"01:34:34 (-1)",(-1),(-1),(-1)
163,"team443 杭州师范大学",4,56:36:45,,,"04:33:46 (-73)",,"02:06:26 (-4)",,"04:22:10 (-55)",,"01:14:23 (-1)",,,
164,"team952 杭州第二中学",3,02:00:09,,,,,00:48:52,,00:46:09,,00:25:08,,,
165,"team1058 中山市中山纪念中学",3,03:20:05,,,(-2),,"00:31:57 (-1)",,01:14:40,,01:13:28,,,
166,"team368 长沙市雅礼中学",3,03:51:38,,,(-1),,"00:25:06 (-1)",,"01:10:48 (-3)",,00:55:44,,,
167,"team576 南京理工大学",3,04:02:23,,,(-4),,"00:24:42 (-2)",,01:58:32,,00:59:09,,,
168,"team803 哈尔滨工业大学",3,04:09:12,(-8),,,,00:32:19,,02:19:06,,01:17:47,,,(-6)
169,"team647 南京信息工程大学",3,04:21:27,(-2),,(-5),,00:27:21,,"02:05:40 (-2)",,01:08:26,,,
170,"team878 复旦大学",3,04:36:11,,,(-5),,"01:07:54 (-1)",,"01:51:43 (-1)",,00:56:34,,,(-4)
171,"team424 中国矿业大学",3,04:37:49,,,"02:10:05 (-2)",,00:25:41,,(-5),,"01:02:03 (-1)",,,
172,"team965 浙江师范大学",3,04:39:53,,,(-14),,00:17:15,,"02:48:58 (-2)",,00:53:40,,,(-1)
